"","gvkey","viol","Date","gvkey.1","datadate.1","fyearq","fqtr","indfmt","consol","popsrc","datafmt","curcdq","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","aqcy","capxy","prstkcy","costat","dvpspq","dvpsxq","prccq","Index.1","datacqtr","gvkey","websiteSEC","cikSEC","formtype","nameSEC","date.rep","date.fil"
"3026",114484,1,"31.03.2004",114484,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",364.379,1738.651,299.184,58.704,74.218,0,216.297,2660.426,53.204,760.769,206.822,-921.775,0,0,16.157,0,"I",0,0,0.037,60486,"2004Q1",114484,"http://www.sec.gov/Archives/edgar/data/1065049/0000936392-04-000561.txt",1065049,"10-Q","LEAP WIRELESS INTERNATIONAL INC","31.03.2004","17.05.2004"
"3027",114484,1,"30.06.2004",114484,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",405.135,1719.355,335.581,58.704,74.779,0,197.856,2659.649,61.378,698.644,205.701,-940.294,0,0,30.418,0,"I",0,0,0.018,60487,"2004Q2",114484,"http://www.sec.gov/Archives/edgar/data/1065049/0000936392-04-000820.txt",1065049,"10-Q","LEAP WIRELESS INTERNATIONAL INC","30.06.2004","12.08.2004"
"3028",114484,1,"30.09.2004",114484,"30.09.2004",2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",342.81,2079.212,275.868,60,40.586,372.192,199.52,602.906,57.457,579.68,206.907,1476.306,0,0,43.674,0,"I",0,0,22,60488,"2004Q3",114484,"http://www.sec.gov/Archives/edgar/data/1065049/0000936392-04-000870.txt",1065049,"10-Q","LEAP WIRELESS INTERNATIONAL INC","30.09.2004","22.11.2004"
"3029",115245,1,"31.03.2005",115245,"31.03.2005",2004,4,"INDL","C","D","STD","USD","2005Q1","2004Q4",62.647,67.573,13.419,36.319,0,0,39.815,41.61,-4.081,2.976,16.038,25.963,0,0,1.106,0,"I",0,0,1.93,60693,"2005Q1",115245,"http://www.sec.gov/Archives/edgar/data/828119/0000891618-05-000446.txt",828119,"10-K","THERMA WAVE INC","03.04.2005","27.06.2005"
"3030",115245,1,"30.06.2006",115245,"30.06.2006",2006,1,"INDL","C","D","STD","USD","2006Q2","2006Q1",62.464,64.437,18.943,37.115,4.905,0,38.307,39.943,-1.032,0.796,17.91,24.494,0,0,0.13,0,"I",0,0,1.31,60698,"2006Q2",115245,"http://www.sec.gov/Archives/edgar/data/828119/0000950134-06-015466.txt",828119,"10-Q","THERMA WAVE INC","02.07.2006","09.08.2006"
"3031",115245,1,"31.12.2004",115245,"31.12.2004",2004,3,"INDL","C","D","STD","USD","2004Q4","2004Q3",64.175,69.082,13.711,36.158,0,0,35.566,37.292,-0.841,3.32,21.47,31.79,0,0,0.797,0,"I",0,0,3.46,60692,"2004Q4",115245,"http://www.sec.gov/Archives/edgar/data/828119/0000950134-05-002114.txt",828119,"10-Q","THERMA WAVE INC","26.12.2004","04.02.2005"
"3032",115588,1,"31.03.2006",115588,"31.03.2006",2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",4.82,6.456,0.013,18.834,3.577,1.706,5.392,7.138,0.164,1.636,3.288,-0.682,0,0,0.177,0,"I",0,0,0.27,60808,"2006Q1",115588,"http://www.sec.gov/Archives/edgar/data/1096835/0000950144-06-004858.txt",1096835,"10QSB","DIVERSIFIED THERMAL SOLUTIONS INC","31.03.2006","11.05.2006"
"3033",115588,1,"30.06.2006",115588,"30.06.2006",2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",4.916,6.678,0.008,18.834,3.51,1.693,5.729,7.457,0.075,1.762,2.316,-0.779,0,0,0.364,0,"I",0,0,0.25,60809,"2006Q2",115588,"http://www.sec.gov/Archives/edgar/data/1096835/0000950144-06-007895.txt",1096835,"10QSB","DIVERSIFIED THERMAL SOLUTIONS INC","30.06.2006","14.08.2006"
"3034",115588,1,"31.12.2005",115588,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",4.555,6.071,0,18.824,3.547,1.719,4.998,6.757,-0.041,1.516,2.325,-0.686,0,4.372,0.288,0,"I",0,0,0.24,60807,"2005Q4",115588,"http://www.sec.gov/Archives/edgar/data/1096835/0000950144-06-003504.txt",1096835,"10KSB","DIVERSIFIED THERMAL SOLUTIONS INC","31.12.2005","14.04.2006"
"3035",115588,1,"31.12.2006",115588,"31.12.2006",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",3.979,5.747,0.123,18.834,1.892,1.667,2.998,5.103,-0.255,1.768,2.394,0.644,0.403,NA,0.466,0,"I",0,0,0.11,60811,"2006Q4",115588,"http://www.sec.gov/Archives/edgar/data/1096835/0000950144-07-002973.txt",1096835,"10KSB","DIVERSIFIED THERMAL SOLUTIONS INC","31.12.2006","02.04.2007"
"3036",115588,1,"31.12.2007",115588,"31.12.2007",2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",4.677,7.649,0.001,18.974,2.932,1.623,5.141,7.061,-0.047,2.972,2.517,0.588,0.262,0,0.985,0,"I",0,0,0.08,60815,"2007Q4",115588,"http://www.sec.gov/Archives/edgar/data/1096835/0000950144-08-003051.txt",1096835,"10KSB","DIVERSIFIED THERMAL SOLUTIONS INC","31.12.2007","23.04.2008"
"3037",116504,1,"31.12.2007",116504,"31.12.2007",2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",79.143,190.489,7.279,44.597,37.89,0,149.143,166.363,8.721,80.409,190.672,24.126,0,0,43.514,134.452,"A",0,0,7.01,61070,"2007Q4",116504,"http://www.sec.gov/Archives/edgar/data/827187/0000897101-08-000406.txt",827187,"10-K","SELECT COMFORT CORP","29.12.2007","26.02.2008"
"3042",118081,1,"31.12.2004",118081,"31.12.2004",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",202.146,376.892,133.749,31.865,4.526,48.603,22.381,81.416,9.993,145.753,46.105,295.476,6.997,0,23.716,0,"I",0,0,11.14,61484,"2004Q4",118081,"http://www.sec.gov/Archives/edgar/data/1065087/0001104659-05-011388.txt",1065087,"10-K","ALBANY MOLECULAR RESEARCH INC","31.12.2004","16.03.2005"
"3043",118121,1,"30.06.2006",118121,"30.06.2006",2006,4,"INDL","C","D","STD","USD","2006Q2","2006Q4",215.003,670.007,92.705,86.238,1.508,45.553,161.081,270.479,24.725,199.085,235.632,399.528,27.265,0,56.054,69.999,"I",0,0,14.36,61508,"2006Q2",118121,"http://www.sec.gov/Archives/edgar/data/1066134/0001193125-06-240534.txt",1066134,"10-K","CORINTHIAN COLLEGES INC","30.06.2006","22.11.2006"
"3044",118122,1,"31.03.2005",118122,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",8316,16998,1164,561.4,965,2470,7728,20878,2,5778,6862,-4091,NA,0,199,0,"A",0.07,0.03,4.48,61519,"2005Q1",118122,"http://www.sec.gov/Archives/edgar/data/1072342/0000950124-05-004113.txt",1072342,"10-Q","DELPHI CORP","31.03.2005","30.06.2005"
"3045",118122,1,"31.03.2006",118122,"31.03.2006",2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",9787,17319,1907,561.8,3096,274,7199,23717,38,5082,6973,-6559,NA,0,251,0,"A",0,0,0.635,61523,"2006Q1",118122,"http://www.sec.gov/Archives/edgar/data/1072342/0000950124-06-004572.txt",1072342,"10-Q","DELPHI CORP","31.03.2006","15.08.2006"
"3046",118122,1,"30.06.2005",118122,"30.06.2005",2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",7951,16511,988,561.4,971,2954,7695,20903,62,5721,7023,-4557,NA,0,555,0,"A",0.03,0.015,4.65,61520,"2005Q2",118122,"http://www.sec.gov/Archives/edgar/data/1072342/0000950124-05-004760.txt",1072342,"10-Q","DELPHI CORP","30.06.2005","08.08.2005"
"3047",118122,1,"30.06.2006",118122,"30.06.2006",2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",10221,17514,2105,561.8,3109,296,7971,25270,65,4996,6995,-7927,NA,0,416,0,"A",0,0,1.7,61524,"2006Q2",118122,"http://www.sec.gov/Archives/edgar/data/1072342/0000950124-06-004594.txt",1072342,"10-Q","DELPHI CORP","30.06.2006","15.08.2006"
"3048",118122,1,"30.06.2007",118122,"30.06.2007",2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",9636,15458,1648,561.8,3877,24,8963,28475,-82,4340,6000,-13226,NA,0,334,0,"A",0,0,2.3713,61528,"2007Q2",118122,"http://www.sec.gov/Archives/edgar/data/1072342/0000950124-07-004058.txt",1072342,"10-Q","DELPHI CORP","30.06.2007","08.08.2007"
"3049",118122,1,"30.09.2005",118122,"30.09.2005",2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",8976,17210,1665,561.8,5301,67,11599,22363,-345,5358,6283,-5314,NA,0,792,0,"A",0.015,0,2.76,61521,"2005Q3",118122,"http://www.sec.gov/Archives/edgar/data/1072342/0000950124-05-006287.txt",1072342,"10-Q","DELPHI CORP","30.09.2005","09.11.2005"
"3050",118122,1,"30.09.2006",118122,"30.09.2006",2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",9852,16691,1593,561.8,3102,297,8293,26562,-479,4898,6008,-10065,NA,0,606,0,"A",0,0,1.6,61525,"2006Q3",118122,"http://www.sec.gov/Archives/edgar/data/1072342/0000950124-07-000791.txt",1072342,"10-Q","DELPHI CORP","30.09.2006","13.02.2007"
"3051",118122,1,"31.12.2005",118122,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",9554,17023,2257,561.8,3117,273,6803,23111,229,5108,6779,-6245,NA,0,1183,0,"A",0,0,0.291,61522,"2005Q4",118122,"http://www.sec.gov/Archives/edgar/data/1072342/0000950124-06-003695.txt",1072342,"10-K","DELPHI CORP","31.12.2005","11.07.2006"
"3052",118304,1,"31.12.2005",118304,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",355.373,3385.755,196.45,169.33,0,2502.268,240.452,3063.35,95.684,483.79,294.219,315.643,259.026,0,145.885,54.535,"I",0,0,7.5,61601,"2005Q4",118304,"http://www.sec.gov/Archives/edgar/data/1035985/0000950134-06-005299.txt",1035985,"10-K","DOBSON COMMUNICATIONS CORP","31.12.2005","16.03.2006"
"3053",118503,1,"31.03.2006",118503,"31.03.2006",2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",20.179,53.039,8.347,12.68,4.568,10.135,16.967,28.021,0.527,6.438,18.899,25.018,0,0,0.19,0,"A",0,0,1.45,61667,"2006Q1",118503,"http://www.sec.gov/Archives/edgar/data/1065591/0001144204-06-020646.txt",1065591,"10-Q","EVCI Career Colleges Holding Corp","31.03.2006","15.05.2006"
"3054",118503,1,"31.03.2007",118503,"31.03.2007",2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",16.018,46.905,1.86,12.69,4.829,9.086,21.569,33.539,NA,5.852,17.929,13.366,0,0,0.297,0,"A",0,0,0.53,61671,"2007Q1",118503,"http://www.sec.gov/Archives/edgar/data/1065591/0001144204-07-027211.txt",1065591,"10-Q","EVCI Career Colleges Holding Corp","31.03.2007","18.05.2007"
"3055",118503,1,"30.06.2006",118503,"30.06.2006",2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",20.306,53.064,1.653,12.694,4.857,10.004,20.494,31.467,-2.589,6.7,14.789,21.597,0,0,0.948,0,"A",0,0,0.68,61668,"2006Q2",118503,"http://www.sec.gov/Archives/edgar/data/1065591/0001144204-06-033323.txt",1065591,"10-Q","EVCI Career Colleges Holding Corp","30.06.2006","14.08.2006"
"3056",118503,1,"30.09.2006",118503,"30.09.2006",2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",26.517,59.089,3.927,12.69,13.578,1.034,42.885,44.935,-3.833,6.558,12.286,14.154,0,0,1.263,0,"A",0,0,0.66,61669,"2006Q3",118503,"http://www.sec.gov/Archives/edgar/data/1065591/0001144204-06-047443.txt",1065591,"10-Q","EVCI Career Colleges Holding Corp","30.09.2006","14.11.2006"
"3057",118503,1,"31.12.2005",118503,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",16.555,49.986,9.273,12.433,4.937,10.842,12.914,24.623,1.939,6.79,20.792,25.363,0,15.561,2.701,0,"A",0,0,1.6,61666,"2005Q4",118503,"http://www.sec.gov/Archives/edgar/data/1065591/0001144204-06-013299.txt",1065591,"10-K","EVCI Career Colleges Holding Corp","31.12.2005","03.04.2006"
"3058",118503,1,"31.12.2006",118503,"31.12.2006",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",10.01,41.684,2.151,12.69,4.713,9.813,15.659,28.216,3.288,6.062,19.472,13.468,0,0,0.148,0,"A",0,0,0.45,61670,"2006Q4",118503,"http://www.sec.gov/Archives/edgar/data/1065591/0001144204-07-021272.txt",1065591,"10-K","EVCI Career Colleges Holding Corp","31.12.2006","27.04.2007"
"3059",118793,1,"30.09.2005",118793,"30.09.2005",2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",33.339,69.765,3.909,59.008,90.892,0,103.077,103.077,5.567,32.466,26.528,-33.312,0,0,0.975,0,"I",0,0,0.7,61752,"2005Q3",118793,"http://www.sec.gov/Archives/edgar/data/1074530/0001104659-06-040639.txt",1074530,"10-Q","BOYDS COLLECTION LTD","30.09.2005","08.06.2006"
"3060",118793,1,"31.12.2005",118793,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",30.824,63.01,8.705,59.054,0,0,5.727,100.907,-0.678,31.727,16.387,-37.897,0,0,0.989,0,"I",0,0,0.09,61753,"2005Q4",118793,"http://www.sec.gov/Archives/edgar/data/1074530/0001104659-06-040647.txt",1074530,"10-K","BOYDS COLLECTION LTD","31.12.2005","08.06.2006"
"3061",119273,1,"31.03.2004",119273,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",59.19,86.858,37.131,21.182,1.587,82.93,37.935,122.225,NA,13.304,17.078,-35.367,0,0,1.09,NA,"I",0,0,2.09,61881,"2004Q1",119273,"http://www.sec.gov/Archives/edgar/data/1060801/0001193125-04-083700.txt",1060801,"10-Q","CRITICAL PATH INC","31.03.2004","10.05.2004"
"3062",119273,1,"30.06.2004",119273,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",51.02,76.74,23.55,21.17,6.536,77.062,47.183,125.549,-17.781,11.587,17.016,-48.809,0,0,1.715,NA,"I",0,0,1.38,61882,"2004Q2",119273,"http://www.sec.gov/Archives/edgar/data/1060801/0001193125-04-136114.txt",1060801,"10-Q","CRITICAL PATH INC","30.06.2004","09.08.2004"
"3063",119316,1,"30.09.2007",119316,"30.09.2007",2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",142.143,358.951,19.746,15.077,35.716,97.5,90.237,224.38,-54.254,203.166,63.971,134.571,5.089,0,21.197,0.377,"A",0,0,11.12,61950,"2007Q3",119316,"http://www.sec.gov/Archives/edgar/data/1069878/0001193125-07-240526.txt",1069878,"10-Q","TREX CO INC","30.09.2007","08.11.2007"
"3064",119316,1,"31.12.2007",119316,"31.12.2007",2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",120.223,328.726,0.066,15.077,1.198,131.73,63.641,234.699,-20.136,193.944,30.289,94.027,15.763,0,24.035,0.377,"A",0,0,8.51,61951,"2007Q4",119316,"http://www.sec.gov/Archives/edgar/data/1069878/0001193125-08-058823.txt",1069878,"10-K","TREX CO INC","31.12.2007","17.03.2008"
"3065",119574,1,"31.03.2005",119574,"31.03.2005",2005,3,"INDL","C","D","STD","USD","2005Q1","2005Q3",277.329,588.786,206.267,121.859,0,200.059,127.529,343.824,4.679,51.76,91.908,244.962,0.777,0,4.647,0,"A",0,0,5.89,62020,"2005Q1",119574,"http://www.sec.gov/Archives/edgar/data/1078271/0001193125-05-097696.txt",1078271,"10-Q","EXTREME NETWORKS INC","27.03.2005","05.05.2005"
"3066",119574,1,"31.12.2006",119574,"31.12.2006",2007,2,"INDL","C","D","STD","USD","2006Q4","2007Q2",242.039,338.276,177.149,114.038,0,0,93.276,117.427,-1.838,45.02,86.853,220.849,0.654,0,2.795,14.602,"A",0,0,4.19,62027,"2006Q4",119574,"http://www.sec.gov/Archives/edgar/data/1078271/0001193125-07-144848.txt",1078271,"10-Q","EXTREME NETWORKS INC","31.12.2006","28.06.2007"
"3067",119893,1,"31.03.2004",119893,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",17.369,212.955,1.861,20.117,16.979,8.59,39.237,51.851,3.464,175.627,64.689,161.104,0,0,2.569,NA,"I",0,0,6.25,62082,"2004Q1",119893,"http://www.sec.gov/Archives/edgar/data/1046501/0001193125-04-082082.txt",1046501,"10-Q","BUCA INC /MN","28.03.2004","07.05.2004"
"3068",119893,1,"31.03.2005",119893,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",19.129,179.156,5.614,20.194,5.784,19.221,36.399,76.876,4.913,153.839,61.385,102.28,0,0,0.262,0,"I",0,0,6.25,62086,"2005Q1",119893,"http://www.sec.gov/Archives/edgar/data/1046501/0001193125-05-148004.txt",1046501,"10-Q","BUCA INC /MN","27.03.2005","25.07.2005"
"3069",119893,1,"31.03.2007",119893,"31.03.2007",2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",15.392,133.031,0.93,20.909,3.786,16.211,30.344,68.387,0.902,109.572,62.811,64.644,0,0,0.206,NA,"I",0,0,5.5,62094,"2007Q1",119893,"http://www.sec.gov/Archives/edgar/data/1046501/0001193125-07-108348.txt",1046501,"10-Q","BUCA INC /MN","01.04.2007","09.05.2007"
"3070",119893,1,"30.06.2004",119893,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",16.477,210.362,1.682,20.147,24.195,0.89,48.758,53.162,1.698,175.547,63.631,157.2,0,0,6.678,NA,"I",0,0,5.33,62083,"2004Q2",119893,"http://www.sec.gov/Archives/edgar/data/1046501/0001193125-04-134452.txt",1046501,"10-Q","BUCA INC /MN","27.06.2004","06.08.2004"
"3071",119893,1,"30.06.2005",119893,"30.06.2005",2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",18.152,174.418,4.137,20.212,6.406,18.885,35.511,75.693,0.339,150.482,59.653,98.725,0,0,0.676,NA,"I",0,0,5.22,62087,"2005Q2",119893,"http://www.sec.gov/Archives/edgar/data/1046501/0001193125-05-157809.txt",1046501,"10-Q","BUCA INC /MN","26.06.2005","04.08.2005"
"3072",119893,1,"30.06.2007",119893,"30.06.2007",2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",15.342,129.436,0.702,20.909,5.629,16.143,30.126,67.654,1.301,106.184,62.084,61.782,0,0,0.992,NA,"I",0,0,3.5,62095,"2007Q2",119893,"http://www.sec.gov/Archives/edgar/data/1046501/0001193125-07-175612.txt",1046501,"10-Q","BUCA INC /MN","01.07.2007","08.08.2007"
"3073",119893,1,"30.09.2007",119893,"30.09.2007",2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",15.354,122.185,0.75,21.077,2.974,16.08,27.342,64.758,-0.794,102.568,56.54,57.427,0,0,1.852,NA,"I",0,0,1.87,62096,"2007Q3",119893,"http://www.sec.gov/Archives/edgar/data/1046501/0001193125-07-238570.txt",1046501,"10-Q","BUCA INC /MN","30.09.2007","07.11.2007"
"3074",119893,1,"31.12.2004",119893,"31.12.2004",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",18.975,183.245,4.314,20.166,3.354,19.579,39.24,80.168,-1.287,157.921,34.239,103.077,0,0,11.727,NA,"I",0,0,6.96,62085,"2004Q4",119893,"http://www.sec.gov/Archives/edgar/data/1046501/0001193125-05-147999.txt",1046501,"10-K","BUCA INC /MN","26.12.2004","25.07.2005"
"3075",119893,1,"31.12.2005",119893,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",15.367,150.866,1.421,20.47,1.309,17.415,39.585,81.826,-0.443,121.816,62.944,69.04,0,0,1.74,NA,"I",0,0,5.45,62089,"2005Q4",119893,"http://www.sec.gov/Archives/edgar/data/1046501/0001193125-06-063926.txt",1046501,"10-K","BUCA INC /MN","25.12.2005","27.03.2006"
"3076",119893,1,"31.12.2006",119893,"31.12.2006",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",17.178,137.403,1.567,20.927,0.193,16.278,31.215,70.383,4.379,112.189,71.531,67.02,0,0,3.48,0.033,"I",0,0,4.81,62093,"2006Q4",119893,"http://www.sec.gov/Archives/edgar/data/1046501/0001193125-07-054582.txt",1046501,"10-K","BUCA INC /MN","31.12.2006","14.03.2007"
"3077",119893,1,"31.12.2007",119893,"31.12.2007",2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",15.884,117.397,1.07,21.089,0.296,15.993,26.924,64.881,2.96,98.327,64.117,52.516,0,0,3.628,NA,"I",0,0,0.9,62097,"2007Q4",119893,"http://www.sec.gov/Archives/edgar/data/1046501/0001193125-08-053097.txt",1046501,"10-K","BUCA INC /MN","30.12.2007","12.03.2008"
"3078",119955,1,"31.03.2005",119955,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",3.979,4.199,0.527,18.894,1.178,0.156,2.321,2.477,-0.144,0.22,2.345,1.722,0,0,0.014,0,"I",0,0,0.54,62106,"2005Q1",119955,"http://www.sec.gov/Archives/edgar/data/1057695/0001206774-05-000872.txt",1057695,"10QSB","INTERNATIONAL SMART SOURCING INC","25.03.2005","09.05.2005"
"3079",119955,1,"30.06.2005",119955,"30.06.2005",2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",4.231,4.421,0.405,18.899,1.142,0.147,2.509,2.656,0.07,0.19,2.921,1.765,0,0,0.015,0,"I",0,0,0.26,62107,"2005Q2",119955,"http://www.sec.gov/Archives/edgar/data/1057695/0001206774-05-001390.txt",1057695,"10QSB","INTERNATIONAL SMART SOURCING INC","24.06.2005","08.08.2005"
"3080",119955,1,"30.09.2004",119955,"30.09.2004",2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",4.298,4.573,0.877,3.779,1.04,0.139,2.103,2.242,0.064,0.275,2.975,2.331,0,0,0.03,0,"I",0,0,3.55,62104,"2004Q3",119955,"http://www.sec.gov/Archives/edgar/data/1057695/0001206774-04-001598.txt",1057695,"10QSB","INTERNATIONAL SMART SOURCING INC","24.09.2004","05.11.2004"
"3081",119955,1,"30.09.2005",119955,"30.09.2005",2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",4.495,4.657,0.586,18.899,0.96,0.137,2.493,2.63,0.311,0.162,3.182,2.027,0,0,0.018,0,"I",0,0,0.3,62108,"2005Q3",119955,"http://www.sec.gov/Archives/edgar/data/1057695/0001206774-05-001803.txt",1057695,"10QSB","INTERNATIONAL SMART SOURCING INC","30.09.2005","10.11.2005"
"3082",120048,1,"31.12.2006",120048,"31.12.2006",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",333.678,519.77,220.815,17.744,0,0,202.592,256.065,11.558,18.648,138.869,263.705,0,36.018,5.524,51.726,"A",0,0,42.36,62145,"2006Q4",120048,"http://www.sec.gov/Archives/edgar/data/1066605/0001193125-07-055649.txt",1066605,"10-K","HEIDRICK & STRUGGLES INTERNATIONAL INC","31.12.2006","15.03.2007"
"3083",120301,1,"31.03.2005",120301,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",82.57,2160.155,14.872,105.744,74.383,863.144,116.722,1101.536,31.687,45.37,76.493,1057.637,121.164,0,3.037,309.82,"A",0,0,14.75,62240,"2005Q1",120301,"http://www.sec.gov/Archives/edgar/data/1041657/0001193125-05-102882.txt",1041657,"10-Q","RADIO ONE INC","31.03.2005","10.05.2005"
"3084",120301,1,"31.03.2006",120301,"31.03.2006",2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",90.524,2197.941,23.611,98.711,0.007,952.509,47.25,1168.671,25.891,49.472,76.997,1025.74,163.196,0,1.937,0,"A",0,0,7.46,62244,"2006Q1",120301,"http://www.sec.gov/Archives/edgar/data/1041657/0000950133-06-002361.txt",1041657,"10-Q","RADIO ONE INC","31.03.2006","09.05.2006"
"3085",120301,1,"31.03.2007",120301,"31.03.2007",2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",92.467,2181.284,31.505,98.711,11.263,926.261,59.679,1162.268,25.737,52.58,74.04,1018.13,165.098,0,1.309,0,"A",0,0,6.46,62248,"2007Q1",120301,"http://www.sec.gov/Archives/edgar/data/1041657/0000950133-07-002767.txt",1041657,"10-Q","RADIO ONE INC","31.03.2007","25.06.2007"
"3086",120301,1,"30.06.2006",120301,"30.06.2006",2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",98.119,2239.45,18.643,98.711,0,964.5,59.557,1202.242,37.013,50.717,89.884,1036.254,170.35,20.008,5.69,0,"A",0,0,7.4,62245,"2006Q2",120301,"http://www.sec.gov/Archives/edgar/data/1041657/0000950133-06-003632.txt",1041657,"10-Q","RADIO ONE INC","30.06.2006","08.08.2006"
"3087",120301,1,"30.06.2007",120301,"30.06.2007",2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",100.68,2180.856,25.98,98.859,15,922.5,77.053,1165.235,30.423,47.555,82.62,1013.816,158.652,0,3.879,0,"A",0,0,7.06,62249,"2007Q2",120301,"http://www.sec.gov/Archives/edgar/data/1041657/0000950133-07-003391.txt",1041657,"10-Q","RADIO ONE INC","30.06.2007","10.08.2007"
"3088",120301,1,"30.09.2007",120301,"30.09.2007",2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",96.47,2076.882,21.54,98.943,18.91,817.5,66.268,1055.198,36.309,43.653,88.113,1018.605,164.802,0,5.823,0,"A",0,0,3.73,62250,"2007Q3",120301,"http://www.sec.gov/Archives/edgar/data/1041657/0000950133-07-004480.txt",1041657,"10-Q","RADIO ONE INC","30.09.2007","08.11.2007"
"3089",120301,1,"31.12.2006",120301,"31.12.2006",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",103.912,2195.21,32.406,98.711,7.513,930.014,72.307,1176.963,69.381,53.945,82.271,1018.267,165.616,43.188,14.291,0,"A",0,0,6.74,62247,"2006Q4",120301,"http://www.sec.gov/Archives/edgar/data/1041657/0000950133-07-002675.txt",1041657,"10-K","RADIO ONE INC","31.12.2006","14.06.2007"
"3090",120302,1,"30.06.2004",120302,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",1002.6,4839.5,39.7,76.596,77.9,1625.8,498.3,2456.1,144.8,2196.7,1046.5,2199.7,207.5,0.7,216.7,0,"I",0,0,37.23,62253,"2004Q2",120302,"http://www.sec.gov/Archives/edgar/data/1074771/0001193125-04-134060.txt",1074771,"10-Q","TRIAD HOSPITALS INC","30.06.2004","06.08.2004"
"3092",120513,1,"30.04.2004",120513,"30.04.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",107.016,445.058,38.551,42.966,2.891,69.3,82.415,154.834,-4.631,27.176,87.847,290.224,0,5.131,1.595,0,"I",0,0,4.79,62335,"2004Q1",120513,"http://www.sec.gov/Archives/edgar/data/1080359/0000950123-04-007240.txt",1080359,"10-Q","ALLOY  INC","30.04.2004","09.06.2004"
"3093",120513,1,"31.07.2004",120513,"31.07.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",102.899,435.897,26.193,42.993,0.158,72.036,81.883,156.414,-5.193,26.013,86.565,279.483,0,7.438,2.81,0,"I",0,0,5.145,62336,"2004Q2",120513,"http://www.sec.gov/Archives/edgar/data/1080359/0000950123-04-010859.txt",1080359,"10-Q","ALLOY  INC","31.07.2004","09.09.2004"
