"","gvkey","viol","Date","gvkey.1","datadate.1","fyearq","fqtr","indfmt","consol","popsrc","datafmt","curcdq","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","aqcy","capxy","prstkcy","costat","dvpspq","dvpsxq","prccq","Index.1","datacqtr","gvkey","websiteSEC","cikSEC","formtype","nameSEC","date.rep","date.fil"
"932",11516,1,"30.09.2004",11516,"30.09.2004",2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",6.693,11.005,0.105,10.022,4.549,2.932,8.286,11.751,0.753,3.445,6.382,-0.746,0,0,2.484,0,"I",0,0,0.25,20813,"2004Q3",11516,"http://www.sec.gov/Archives/edgar/data/107469/0001193125-04-197430.txt",107469,"10QSB","WILSON BROTHERS USA INC","30.09.2004","15.11.2004"
"933",11535,1,"30.09.2005",11535,"30.09.2005",2006,1,"INDL","C","D","STD","USD","2005Q3","2006Q1",964.266,1681.189,66.035,141.863,4.865,49.376,469.029,2177.818,-12.658,582.02,1572.003,-496.629,0,0,4.87,0,"I",0,0,0.67,20831,"2005Q3",11535,"http://www.sec.gov/Archives/edgar/data/107681/0001193125-05-239111.txt",107681,"10-Q","WINN DIXIE STORES INC","21.09.2005","08.12.2005"
"934",11535,1,"31.12.2004",11535,"31.12.2004",2005,2,"INDL","C","D","STD","USD","2004Q4","2005Q2",1200.966,2235.557,51.027,142.168,3.013,464.539,865.594,1870.785,25.899,878.787,2301.137,364.772,0,0,84.069,0,"I",0,0,4.55,20828,"2004Q4",11535,"http://www.sec.gov/Archives/edgar/data/107681/0001193125-05-024135.txt",107681,"10-Q","WINN DIXIE STORES INC","12.01.2005","10.02.2005"
"935",11535,1,"31.12.2005",11535,"31.12.2005",2006,2,"INDL","C","D","STD","USD","2005Q4","2006Q2",952.917,1626.912,95.096,141.682,4.296,45.397,555.833,1884.088,-3.449,548.314,2250.204,-257.176,0,0,12.394,0,"I",0,0,0.784,20832,"2005Q4",11535,"http://www.sec.gov/Archives/edgar/data/107681/0001193125-06-034514.txt",107681,"10-Q","WINN DIXIE STORES INC","11.01.2006","17.02.2006"
"936",11644,1,"31.03.2005",11644,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",379.841,1315.214,105.931,130.791,5.751,480.424,136.576,804.146,55.808,585.085,271.204,511.068,109.205,0,14.921,0,"A",0,0,11.47,21031,"2005Q1",11644,"http://www.sec.gov/Archives/edgar/data/318996/0001104659-07-061554.txt",318996,"10-Q","KEY ENERGY SERVICES INC","31.03.2005","13.08.2007"
"937",11644,1,"30.06.2005",11644,"30.06.2005",2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",363.128,1297.232,91.39,131.334,5.779,434.256,155.46,776.083,59.969,588.302,294.901,521.149,108.551,0,48.231,0,"A",0,0,12.1,21032,"2005Q2",11644,"http://www.sec.gov/Archives/edgar/data/318996/0001104659-07-061558.txt",318996,"10-Q","KEY ENERGY SERVICES INC","30.06.2005","13.08.2007"
"938",11644,1,"30.09.2005",11644,"30.09.2005",2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",378.236,1313.877,104.297,131.334,11.521,434.342,149.179,772.521,78.147,586.218,309.155,541.356,113.385,0,75.02,0,"A",0,0,14.75,21033,"2005Q3",11644,"http://www.sec.gov/Archives/edgar/data/318996/0001104659-07-061560.txt",318996,"10-Q","KEY ENERGY SERVICES INC","30.09.2005","13.08.2007"
"939",11667,1,"30.06.2006",11667,"30.06.2006",2006,1,"INDL","C","D","STD","USD","2006Q2","2006Q1",1.009,1.546,0.028,3.825,0.245,0.001,0.839,0.923,-0.182,0.088,0.682,0.623,0,0,0.002,0,"I",0,0,0.32,21085,"2006Q2",11667,"http://www.sec.gov/Archives/edgar/data/723928/0000950134-06-016044.txt",723928,"10QSB","Z AXIS CORP","30.06.2006","14.08.2006"
"940",11670,1,"31.03.2006",11670,"31.03.2006",2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",174.017,294.153,100.363,19.183,2.47,27.057,20.069,60.67,-1.365,97.298,0,172.386,NA,0,6.534,0,"A",0,0,6.06,21117,"2006Q1",11670,"http://www.sec.gov/Archives/edgar/data/109177/0000950123-06-005975.txt",109177,"10-Q","ZAPATA CORP","31.03.2006","09.05.2006"
"941",11670,1,"30.06.2006",11670,"30.06.2006",2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",179.722,304.253,88.326,19.182,2.386,26.454,30.375,70.556,-2.005,101.43,0,172.005,NA,0,13.467,0,"A",0,0,6.95,21118,"2006Q2",11670,"http://www.sec.gov/Archives/edgar/data/109177/0000950123-06-010131.txt",109177,"10-Q","ZAPATA CORP","30.06.2006","08.08.2006"
"942",11670,1,"31.12.2005",11670,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",176.717,294.354,103.373,19.15,2.443,27.658,22.282,62.733,2.085,94.624,27.137,171.684,NA,0,17.59,0,"A",0,0,5.77,21116,"2005Q4",11670,"http://www.sec.gov/Archives/edgar/data/109177/0000950123-06-004269.txt",109177,"10-K","ZAPATA CORP","31.12.2005","05.04.2006"
"943",11721,1,"31.03.2007",11721,"31.03.2007",2007,2,"INDL","C","D","STD","USD","2007Q1","2007Q2",2053,6263.1,46.8,74.057,153.4,3014.2,1525.4,5089.3,171.9,423.5,1660.7,1169.9,431.1,3140.4,40.8,0,"A",0.1,0.1,53,21194,"2007Q1",11721,"http://www.sec.gov/Archives/edgar/data/775158/0000897069-07-001093.txt",775158,"10-Q","OSHKOSH TRUCK CORP","31.03.2007","03.05.2007"
"944",11748,1,"31.08.2004",11748,"31.08.2004",2004,4,"INDL","C","D","STD","USD","2004Q3","2004Q4",83.58,265.796,5.915,8.803,4.775,75.551,43.295,170.077,3.363,130.392,72.25,95.719,20.809,0,15.454,0,"I",0.06,0.06,17.04,21231,"2004Q3",11748,"http://www.sec.gov/Archives/edgar/data/739608/0001035704-04-000707.txt",739608,"10-K","PENFORD CORP","31.08.2004","15.11.2004"
"950",11872,1,"31.03.2004",11872,"31.03.2004",2004,2,"INDL","C","D","STD","USD","2004Q1","2004Q2",5.796,40.86,0.251,3.356,3.291,0.064,12.497,13.413,1.631,24.43,24.864,27.447,0,0,0.872,0,"A",0,0,17.7,21343,"2004Q1",11872,"http://www.sec.gov/Archives/edgar/data/779544/0000950117-04-001846.txt",779544,"10-Q","ARK RESTAURANTS CORP","27.03.2004","11.05.2004"
"951",11872,1,"30.06.2004",11872,"30.06.2004",2004,3,"INDL","C","D","STD","USD","2004Q2","2004Q3",8.562,41.337,1.494,3.393,0.342,0,9.432,10.324,5.375,24.114,32.831,31.013,0,0,1.362,0,"A",0,0,23.55,21344,"2004Q2",11872,"http://www.sec.gov/Archives/edgar/data/779544/0000950117-04-002904.txt",779544,"10-Q","ARK RESTAURANTS CORP","26.06.2004","10.08.2004"
"952",11872,1,"30.09.2004",11872,"30.09.2004",2004,4,"INDL","C","D","STD","USD","2004Q3","2004Q4",10.618,44.894,4.435,3.392,0.251,0,9.355,10.694,4.871,23.461,33.343,34.2,0,0,1.529,0.035,"A",0,0,26,21345,"2004Q3",11872,"http://www.sec.gov/Archives/edgar/data/779544/0000950117-05-000016.txt",779544,"10-K","ARK RESTAURANTS CORP","02.10.2004","03.01.2005"
"953",11907,1,"31.03.2007",11907,"31.03.2007",2007,1,"INDL","C","D","STD","USD","2007Q1","2007Q1",3.214,12.078,0.004,92.844,3.939,2.203,6.514,9.491,0.001,0.391,2.844,2.587,0,0,0.018,0,"I",0,0,0.105,21388,"2007Q1",11907,"http://www.sec.gov/Archives/edgar/data/784770/0001193125-07-113546.txt",784770,"10QSB","DPAC TECHNOLOGIES CORP","31.03.2007","14.05.2007"
"954",11907,1,"30.06.2007",11907,"30.06.2007",2007,2,"INDL","C","D","STD","USD","2007Q2","2007Q2",3.371,12.056,0.223,92.844,4.137,2.191,6.962,9.814,0.105,0.379,2.891,2.242,0,0,0.027,0,"I",0,0,0.09,21389,"2007Q2",11907,"http://www.sec.gov/Archives/edgar/data/784770/0001193125-07-182673.txt",784770,"10QSB","DPAC TECHNOLOGIES CORP","30.06.2007","14.08.2007"
"955",11907,1,"30.09.2007",11907,"30.09.2007",2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",3.423,11.946,0.257,92.844,4.397,2.167,7.006,9.62,0.425,0.364,3.093,2.326,0,0,0.043,0,"I",0,0,0.064,21390,"2007Q3",11907,"http://www.sec.gov/Archives/edgar/data/784770/0001193125-07-247322.txt",784770,"10QSB","DPAC TECHNOLOGIES CORP","30.09.2007","14.11.2007"
"956",11907,1,"31.12.2007",11907,"31.12.2007",2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",3.307,11.671,0.257,92.891,4.232,2.141,7.052,9.245,0.366,0.357,3.297,2.426,0,0,0.063,0,"I",0,0,0.016,21391,"2007Q4",11907,"http://www.sec.gov/Archives/edgar/data/784770/0001362310-08-001697.txt",784770,"10KSB","DPAC TECHNOLOGIES CORP","31.12.2007","31.03.2008"
"957",12046,1,"31.12.2004",12046,"31.12.2004",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",60.919,512.392,25.188,79.215,0.87,75.129,58.681,164.762,41.171,449.201,53.417,347.63,22.639,0,142.508,49.291,"I",0,0,6.05,21562,"2004Q4",12046,"http://www.sec.gov/Archives/edgar/data/869369/0000950129-05-002477.txt",869369,"10-K","MERIDIAN RESOURCE CORP","31.12.2004","16.03.2005"
"958",12047,1,"30.09.2005",12047,"30.09.2005",2005,3,"INDL","C","D","STD","USD","2005Q3","2005Q3",66.102,106.484,14.394,18.291,3.92,7.931,51.699,60.045,2.12,29.547,57.291,46.439,0.415,0,0.832,0,"I",0,0,6.6,21581,"2005Q3",12047,"http://www.sec.gov/Archives/edgar/data/789863/0000789863-05-000078.txt",789863,"10-Q","CAVALIER HOMES INC","01.10.2005","10.11.2005"
"959",12047,1,"30.09.2006",12047,"30.09.2006",2006,3,"INDL","C","D","STD","USD","2006Q3","2006Q3",65.504,105.221,19.334,18.345,3.267,6.375,39.593,45.968,-0.563,29.317,50.9,59.253,0,0,1.496,0,"I",0,0,3.19,21585,"2006Q3",12047,"http://www.sec.gov/Archives/edgar/data/789863/0001188112-06-003283.txt",789863,"10-Q","CAVALIER HOMES INC","30.09.2006","07.11.2006"
"960",12047,1,"30.09.2007",12047,"30.09.2007",2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",61.419,99.681,10.849,18.43,9.624,3.733,44.702,48.737,-2.315,28.435,51.703,50.944,0,0,2.165,0,"I",0,0,3.21,21589,"2007Q3",12047,"http://www.sec.gov/Archives/edgar/data/789863/0000789863-07-000056.txt",789863,"10-Q","CAVALIER HOMES INC","29.09.2007","25.10.2007"
"961",12047,1,"31.12.2007",12047,"31.12.2007",2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",58.23,91.377,22.043,18.43,1.344,3.678,37.468,41.393,-0.393,27.824,53.167,49.984,0,0,2.177,0,"I",0,0,1.95,21590,"2007Q4",12047,"http://www.sec.gov/Archives/edgar/data/789863/0000789863-08-000022.txt",789863,"10-K","CAVALIER HOMES INC","31.12.2007","22.02.2008"
"963",12075,1,"30.06.2005",12075,"30.06.2005",2005,4,"INDL","C","D","STD","USD","2005Q2","2005Q4",271.711,654.934,49.366,52.123,10.163,324.954,146.547,478.432,15.788,118.661,117.342,176.023,0,12,53.019,0.164,"I",0,0,14.02,21635,"2005Q2",12075,"http://www.sec.gov/Archives/edgar/data/2491/0001104659-05-063190.txt",2491,"10-K","ALLIANCE GAMING CORP","30.06.2005","30.12.2005"
"965",12091,1,"30.09.2007",12091,"30.09.2007",2007,3,"INDL","C","D","STD","USD","2007Q3","2007Q3",23.137,66.809,2.003,8.167,0.683,1.148,11.774,14.59,4.027,24.106,20.759,52.219,0,0,6.38,1.35,"I",0,0,20.45,21685,"2007Q3",12091,"http://www.sec.gov/Archives/edgar/data/739944/0000739944-07-000065.txt",739944,"10-Q","MEDTOX SCIENTIFIC INC","30.09.2007","30.10.2007"
"966",12123,1,"31.01.2006",12123,"31.01.2006",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",993.754,1625.497,1.71,113.932,0,5.5,436.523,546.773,90.192,584.083,1394.902,1078.724,0,0,68.503,0,"A",0,0,13.37,21782,"2005Q4",12123,"http://www.sec.gov/Archives/edgar/data/768835/0001206774-06-000762.txt",768835,"10-K","BIG LOTS INC","28.01.2006","13.04.2006"
"967",12212,1,"31.03.2006",12212,"31.03.2006",2006,1,"INDL","C","D","STD","USD","2006Q1","2006Q1",577.714,875.021,245.268,67.169,0.043,125,389.293,524.563,-14.281,41.456,64.852,350.458,1.638,0,5.998,0,"I",0,0,13.83,22007,"2006Q1",12212,"http://www.sec.gov/Archives/edgar/data/790705/0000950144-06-006603.txt",790705,"10-Q","TEKELEC","31.03.2006","12.07.2006"
"968",12212,1,"30.06.2004",12212,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",256.718,664.406,89.011,62.786,2.812,127.025,147.478,288.22,11.563,28.032,95.196,353.136,11.297,86.994,8.788,0,"I",0,0,18.17,22000,"2004Q2",12212,"http://www.sec.gov/Archives/edgar/data/790705/0000950129-04-005776.txt",790705,"10-Q","TEKELEC","30.06.2004","09.08.2004"
"969",12212,1,"30.09.2004",12212,"30.09.2004",2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",359.448,708.246,162.497,63.993,1.096,126.834,160.861,302.411,9.626,29.835,96.894,390.35,13.025,100.216,13.074,0,"I",0,0,16.68,22001,"2004Q3",12212,"http://www.sec.gov/Archives/edgar/data/790705/0000950129-04-008747.txt",790705,"10-Q","TEKELEC","30.09.2004","09.11.2004"
"970",12212,1,"31.12.2004",12212,"31.12.2004",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",385.307,781.643,183.36,65.544,3.266,125.078,185.305,332.156,30.944,30.617,129.008,428.998,19.586,152.7,18.278,0,"I",0,0,20.44,22002,"2004Q4",12212,"http://www.sec.gov/Archives/edgar/data/790705/0000950129-05-003107.txt",790705,"10-K","TEKELEC","31.12.2004","31.03.2005"
"971",12212,1,"31.12.2005",12212,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",519.19,825.187,226.329,66.838,0.096,125,340.116,472.027,1.589,40.794,138.628,353.16,1.694,7.105,30.238,0,"I",0,0,13.9,22006,"2005Q4",12212,"http://www.sec.gov/Archives/edgar/data/790705/0000950144-06-005464.txt",790705,"10-K","TEKELEC","31.12.2005","30.05.2006"
"972",12215,1,"31.12.2007",12215,"31.12.2007",2007,4,"INDL","C","D","STD","USD","2007Q4","2007Q4",2067.539,3725.949,1426.405,161.648,1025,0,1494.547,1627.117,51.867,714.372,431.214,1720.432,6.932,98.645,230.263,571.033,"A",0,0,36.03,22030,"2007Q4",12215,"http://www.sec.gov/Archives/edgar/data/791915/0001047469-08-002122.txt",791915,"10-K","CYPRESS SEMICONDUCTOR CORP /DE/","30.12.2007","03.03.2008"
"973",12234,1,"31.01.2005",12234,"31.01.2005",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",29.635,34.937,18.779,21.039,0,0,5.637,5.825,0.031,1.756,7.888,29.112,0,0,1.226,NA,"A",0,0,8.76,22077,"2004Q4",12234,"http://www.sec.gov/Archives/edgar/data/790715/0000790715-05-000023.txt",790715,"10-K","SIGMA DESIGNS INC","29.01.2005","14.04.2005"
"974",12234,1,"31.01.2007",12234,"31.01.2007",2006,4,"INDL","C","D","STD","USD","2006Q4","2006Q4",61.533,76.084,33.204,22.904,0.226,0.015,22.749,23.112,5.285,3.364,31.228,52.972,0,-0.147,3.014,NA,"A",0,0,24.21,22085,"2006Q4",12234,"http://www.sec.gov/Archives/edgar/data/790715/0001193125-07-086571.txt",790715,"10-K","SIGMA DESIGNS INC","03.02.2007","20.04.2007"
"975",12246,1,"31.03.2005",12246,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",187.485,661.54,0.127,24.68,80.7,409.966,197.526,666.562,11.549,453.971,179.322,-5.022,0,0,8.893,0,"I",0,0,2.24,22109,"2005Q1",12246,"http://www.sec.gov/Archives/edgar/data/1052163/0000950144-05-005247.txt",1052163,"10-Q","ANCHOR GLASS CONTAINER CORP /NEW","31.03.2005","10.05.2005"
"976",12256,1,"31.03.2005",12256,"31.03.2005",2004,4,"INDL","C","D","STD","USD","2005Q1","2004Q4",684.766,963.506,528.322,112.339,0,260.19,177.644,453.183,NA,56.18,78.958,510.323,NA,126.257,14.354,0,"I",0,0,4.79,22131,"2005Q1",12256,"http://www.sec.gov/Archives/edgar/data/709804/0001047469-05-017228.txt",709804,"10-K","ADAPTEC INC","31.03.2005","14.06.2005"
"977",12256,1,"30.09.2004",12256,"30.09.2004",2004,2,"INDL","C","D","STD","USD","2004Q3","2004Q2",758.514,1088.542,532.277,111.169,0,260.19,174.199,447.935,NA,60.044,99.969,640.607,NA,123.978,7.229,0,"I",0,0,7.6,22129,"2004Q3",12256,"http://www.sec.gov/Archives/edgar/data/709804/0001047469-04-033828.txt",709804,"10-Q","ADAPTEC INC","30.09.2004","10.11.2004"
"978",12256,1,"31.12.2004",12256,"31.12.2004",2004,3,"INDL","C","D","STD","USD","2004Q4","2004Q3",754.003,1116.484,519.459,111.578,0,260.19,164.952,450.416,NA,61.036,93.473,666.068,9.215,126.257,12.553,0,"I",0,0,7.59,22130,"2004Q4",12256,"http://www.sec.gov/Archives/edgar/data/709804/0001104659-05-004338.txt",709804,"10-Q","ADAPTEC INC","31.12.2004","07.02.2005"
"979",12262,1,"31.03.2004",12262,"31.03.2004",2004,1,"INDL","C","D","STD","USD","2004Q1","2004Q1",207.378,342.454,13.341,19.773,34.529,36.857,125.84,168.503,11.982,103.206,135.727,173.428,NA,0,0.683,0.057,"A",0,0,16.11,22143,"2004Q1",12262,"http://www.sec.gov/Archives/edgar/data/792987/0000792987-04-000048.txt",792987,"10-Q","ASTEC INDUSTRIES INC","31.03.2004","10.05.2004"
"980",12263,1,"31.03.2005",12263,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",3.756,16.234,0.179,57.848,0.866,6.55,11.857,19.161,NA,0.599,4.755,-2.927,0,0,0.01,0,"I",0,0,0.09,22163,"2005Q1",12263,"http://www.sec.gov/Archives/edgar/data/760436/0001104659-05-045447.txt",760436,"10-Q","MAI SYSTEMS CORP","31.03.2005","23.09.2005"
"981",12263,1,"30.06.2004",12263,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",2.988,7.231,0.129,14.676,0.914,10.286,10.842,21.608,NA,0.623,4.901,-14.377,0,0,0.11,0,"I",0,0,0.17,22160,"2004Q2",12263,"http://www.sec.gov/Archives/edgar/data/760436/0001104659-04-025233.txt",760436,"10-Q","MAI SYSTEMS CORP","30.06.2004","23.08.2004"
"982",12263,1,"31.12.2004",12263,"31.12.2004",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",3.185,15.921,0.195,57.848,1.003,6.649,10.721,18.134,NA,0.629,5.114,-2.213,0,0,0.195,0,"I",0,0,0.13,22162,"2004Q4",12263,"http://www.sec.gov/Archives/edgar/data/760436/0001104659-05-045166.txt",760436,"10-K","MAI SYSTEMS CORP","31.12.2004","21.09.2005"
"983",12277,1,"31.03.2005",12277,"31.03.2005",2005,1,"INDL","C","D","STD","USD","2005Q1","2005Q1",172.212,192.636,10.753,25.797,0,70,32.019,103.744,-2.797,9.716,75.547,88.892,1.326,0,0.389,0,"I",0,0,4.16,22202,"2005Q1",12277,"http://www.sec.gov/Archives/edgar/data/78536/0001193125-05-102788.txt",78536,"10-Q","REWARDS NETWORK INC","31.03.2005","10.05.2005"
"984",12277,1,"30.06.2005",12277,"30.06.2005",2005,2,"INDL","C","D","STD","USD","2005Q2","2005Q2",176.128,195.488,6.402,26.155,0,70,32.165,103.823,3.95,9.041,73.758,91.665,1.311,0,0.696,0,"I",0,0,5.4,22203,"2005Q2",12277,"http://www.sec.gov/Archives/edgar/data/78536/0001193125-05-162179.txt",78536,"10-Q","REWARDS NETWORK INC","30.06.2005","09.08.2005"
"985",12277,1,"30.06.2006",12277,"30.06.2006",2006,2,"INDL","C","D","STD","USD","2006Q2","2006Q2",182.06,199.975,80.202,26.545,0,70,28.21,98.85,6.38,8.207,66.901,101.125,0.264,0,1.745,0,"I",0,0,8.17,22207,"2006Q2",12277,"http://www.sec.gov/Archives/edgar/data/78536/0001193125-06-165831.txt",78536,"10-Q","REWARDS NETWORK INC","30.06.2006","08.08.2006"
"986",12277,1,"31.12.2005",12277,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",172.371,190.887,31.585,26.343,0,70,25.335,96.699,6.223,8.565,69.633,94.188,1.006,0,2.503,NA,"I",0,0,6.4,22205,"2005Q4",12277,"http://www.sec.gov/Archives/edgar/data/78536/0001193125-06-055162.txt",78536,"10-K","REWARDS NETWORK INC","31.12.2005","15.03.2006"
"987",12304,1,"30.09.2005",12304,"30.09.2005",2005,4,"INDL","C","D","STD","USD","2005Q3","2005Q4",14.024,50.054,1.304,19.278,5.669,1.72,13.022,15.742,-0.183,1.266,20.001,34.312,0,4.713,0.129,0,"A",0,0,1.38,22235,"2005Q3",12304,"http://www.sec.gov/Archives/edgar/data/785557/0000950136-05-008205.txt",785557,"10-K","TEAMSTAFF INC","30.09.2005","21.12.2005"
"988",12378,1,"31.03.2005",12378,"31.03.2005",2005,3,"INDL","C","D","STD","USD","2005Q1","2005Q3",43.271,50.373,0.123,28.097,13.485,6.05,24.641,31.479,1.816,3.461,41.553,18.894,0.147,0,0.132,0,"I",0,0,0.86,22288,"2005Q1",12378,"http://www.sec.gov/Archives/edgar/data/793983/0000950136-05-002872.txt",793983,"10-Q","CHAUS BERNARD INC","31.03.2005","16.05.2005"
"989",12378,1,"30.06.2004",12378,"30.06.2004",2004,4,"INDL","C","D","STD","USD","2004Q2","2004Q4",38.565,46.376,0.137,27.917,10.263,7.325,21.374,29.677,1.364,4.212,40.023,16.699,0.081,2.96,0.973,NA,"I",0,0,0.95,22285,"2004Q2",12378,"http://www.sec.gov/Archives/edgar/data/793983/0000950136-04-003135.txt",793983,"10-K","CHAUS BERNARD INC","30.06.2004","28.09.2004"
"990",12378,1,"30.06.2005",12378,"30.06.2005",2005,4,"INDL","C","D","STD","USD","2005Q2","2005Q4",37.317,44.298,7.732,35.942,1.7,5.625,15.861,22.659,-2.698,3.353,28.699,21.639,0.179,0,0.314,NA,"I",0,0,1.06,22289,"2005Q2",12378,"http://www.sec.gov/Archives/edgar/data/793983/0000950136-05-005863.txt",793983,"10-K","CHAUS BERNARD INC","30.06.2005","20.09.2005"
"991",12378,1,"30.06.2006",12378,"30.06.2006",2006,4,"INDL","C","D","STD","USD","2006Q2","2006Q4",33.156,39.914,0.12,37.528,4.079,3.925,17.224,22.091,-0.439,3.154,36.376,17.823,0.282,0,0.962,0.021,"I",0,0,0.92,22293,"2006Q2",12378,"http://www.sec.gov/Archives/edgar/data/793983/0000950136-06-008153.txt",793983,"10-K","CHAUS BERNARD INC","30.06.2006","28.09.2006"
"992",12378,1,"30.06.2007",12378,"30.06.2007",2007,4,"INDL","C","D","STD","USD","2007Q2","2007Q4",30.958,37.491,3.377,37.381,1.7,2.225,16.294,19.239,-2.081,2.96,29.633,18.252,0.373,0,1.066,0.194,"I",0,0,0.81,22297,"2007Q2",12378,"http://www.sec.gov/Archives/edgar/data/793983/0000950136-07-006750.txt",793983,"10-K","CHAUS BERNARD INC","30.06.2007","28.09.2007"
"993",12378,1,"30.09.2004",12378,"30.09.2004",2005,1,"INDL","C","D","STD","USD","2004Q3","2005Q1",38.553,46.095,0.09,27.967,10.427,6.9,20.753,28.65,1.436,3.987,34.434,17.445,0.103,0,0.069,NA,"I",0,0,1.01,22286,"2004Q3",12378,"http://www.sec.gov/Archives/edgar/data/793983/0000950136-04-003972.txt",793983,"10-Q","CHAUS BERNARD INC","30.09.2004","15.11.2004"
"994",12378,1,"30.09.2006",12378,"30.09.2006",2007,1,"INDL","C","D","STD","USD","2006Q3","2007Q1",39.192,45.964,0.056,37.51,7.673,3.5,22.478,26.89,1.899,3.176,39.509,19.074,0.305,0,0.312,0.016,"I",0,0,0.96,22294,"2006Q3",12378,"http://www.sec.gov/Archives/edgar/data/793983/0000950136-06-009342.txt",793983,"10-Q","CHAUS BERNARD INC","30.09.2006","09.11.2006"
"995",12378,1,"31.12.2004",12378,"31.12.2004",2005,2,"INDL","C","D","STD","USD","2004Q4","2005Q2",38.122,45.5,0.114,28.077,8.557,6.475,20.307,27.641,1.057,3.721,38.569,17.859,0.125,0,0.099,NA,"I",0,0,1,22287,"2004Q4",12378,"http://www.sec.gov/Archives/edgar/data/793983/0000950136-05-000725.txt",793983,"10-Q","CHAUS BERNARD INC","31.12.2004","10.02.2005"
"996",12378,1,"31.12.2006",12378,"31.12.2006",2007,2,"INDL","C","D","STD","USD","2006Q4","2007Q2",37.499,44.213,0.081,37.51,6.556,3.075,19.913,23.862,1.912,3.121,39.387,20.351,0.328,0,0.558,0.017,"I",0,0,0.97,22295,"2006Q4",12378,"http://www.sec.gov/Archives/edgar/data/793983/0000950136-07-000617.txt",793983,"10-Q","CHAUS BERNARD INC","31.12.2006","02.02.2007"
"997",12385,1,"30.06.2004",12385,"30.06.2004",2004,2,"INDL","C","D","STD","USD","2004Q2","2004Q2",1.89,9.448,0.107,3.998,0.878,2.944,1.855,4.862,-0.12,3.421,1.613,4.368,0,0.014,0.124,0,"I",0,0,0.43,22333,"2004Q2",12385,"http://www.sec.gov/Archives/edgar/data/792984/0000950128-04-000824.txt",792984,"10-Q","RADVA CORP","30.06.2004","12.08.2004"
"998",12385,1,"30.09.2004",12385,"30.09.2004",2004,3,"INDL","C","D","STD","USD","2004Q3","2004Q3",2.046,9.556,0.043,3.988,1.066,2.893,2.347,5.303,-0.188,3.343,1.987,4.043,0,0.022,0.167,0,"I",0,0,0.45,22334,"2004Q3",12385,"http://www.sec.gov/Archives/edgar/data/792984/0000950128-04-001101.txt",792984,"10-Q","RADVA CORP","30.09.2004","12.11.2004"
"999",12385,1,"31.12.2004",12385,"31.12.2004",2004,4,"INDL","C","D","STD","USD","2004Q4","2004Q4",2.662,9.45,0.339,3.988,1.33,2.872,2.653,5.588,-0.041,3.238,2.225,3.667,0,0,0.207,0,"I",0,0,0.35,22335,"2004Q4",12385,"http://www.sec.gov/Archives/edgar/data/792984/0000950152-05-003984.txt",792984,"10-K","RADVA CORP","31.12.2004","05.05.2005"
"1000",12392,1,"31.12.2005",12392,"31.12.2005",2005,4,"INDL","C","D","STD","USD","2005Q4","2005Q4",693.632,3320.646,324.491,58.716,391.145,1452.758,615.917,2407.448,130.407,2552.522,742.364,913.198,225.068,371.912,328.254,NA,"A",0.03,0.03,26.86,22375,"2005Q4",12392,"http://www.sec.gov/Archives/edgar/data/793733/0001104659-06-016557.txt",793733,"10-K","SKYWEST INC","31.12.2005","14.03.2006"
"1001",12400,1,"28.02.2006",12400,"28.02.2006",2005,3,"INDL","C","D","STD","USD","2006Q1","2005Q3",1.844,1.909,0.395,1.46,0.05,0,0.597,0.597,-0.185,0.055,0.646,1.312,0,0,0.007,0.013,"I",0,0,1.45,22408,"2006Q1",12400,"http://www.sec.gov/Archives/edgar/data/795424/0001193125-06-078774.txt",795424,"10QSB","DYNATEM INC","28.02.2006","12.04.2006"
