"","X","datacqtr","gvkey","websiteSEC","cikSEC","formtype","nameSEC","datereport","datefiled","quarter","X.1","X.2","Index"
"7956",7956,"2004Q1",2061,"http://www.sec.gov/Archives/edgar/data/749872/0000950152-04-004152.txt",749872,"10-Q","BARRY R G CORP /OH/","16164","16209",20041,NA,NA,1954
"8026",8026,"2004Q1",2073,"http://www.sec.gov/Archives/edgar/data/10254/0001050502-04-000384.txt",10254,"10KSB","BASIC EARTH SCIENCE SYSTEMS INC","16161","16252",20041,NA,NA,1968
"8075",8075,"2004Q1",2080,"http://www.sec.gov/Archives/edgar/data/10329/0001193125-04-058397.txt",10329,"10-Q","BASSETT FURNITURE INDUSTRIES INC","16129","16168",20041,NA,NA,1984
"8127",8127,"2004Q1",2085,"http://www.sec.gov/Archives/edgar/data/10427/0000010427-04-000243.txt",10427,"10-Q","BAUSCH & LOMB INC","16157","16195",20041,NA,NA,2000
"8172",8172,"2004Q1",2086,"http://www.sec.gov/Archives/edgar/data/10456/0001193125-04-083447.txt",10456,"10-Q","BAXTER INTERNATIONAL INC","16161","16201",20041,NA,NA,2014
"8231",8231,"2004Q1",2100,"http://www.sec.gov/Archives/edgar/data/909992/0000909334-04-000159.txt",909992,"10-Q","BEARD CO /OK","16161","16208",20041,NA,NA,2030
"8283",8283,"2004Q1",2101,"http://www.sec.gov/Archives/edgar/data/109563/0000950152-04-003947.txt",109563,"10-Q","APPLIED INDUSTRIAL TECHNOLOGIES INC","16161","16204",20041,NA,NA,2046
"8335",8335,"2004Q1",2111,"http://www.sec.gov/Archives/edgar/data/10795/0000950117-04-001896.txt",10795,"10-Q","BECTON DICKINSON & CO","16161","16205",20041,NA,NA,2062
"8386",8386,"2004Q1",2113,"http://www.sec.gov/Archives/edgar/data/772263/0001169232-04-002224.txt",772263,"10-Q","NITCHES INC","16130","16175",20041,NA,NA,2078
"8435",8435,"2004Q1",2124,"http://www.sec.gov/Archives/edgar/data/729580/0001005150-04-001086.txt",729580,"10-Q","BEL FUSE INC /NJ","16161","16201",20041,NA,NA,2094
"8468",8468,"2007Q1",2128,"http://www.sec.gov/Archives/edgar/data/880114/0000950152-07-004481.txt",880114,"10-Q","BELDEN & BLAKE CORP /OH/","17256","17301",20071,NA,NA,2110
"8531",8531,"2004Q1",2136,"http://www.sec.gov/Archives/edgar/data/732712/0001193125-04-081774.txt",732712,"10-Q","VERIZON COMMUNICATIONS INC","16161","16198",20041,NA,NA,2113
"8583",8583,"2004Q1",2138,"http://www.sec.gov/Archives/edgar/data/945489/0000950129-04-003362.txt",945489,"10-Q","BELL INDUSTRIES INC /NEW/","16161","16208",20041,NA,NA,2129
"8635",8635,"2004Q1",2146,"http://www.sec.gov/Archives/edgar/data/732713/0000732713-04-000178.txt",732713,"10-Q","BELLSOUTH CORP","16161","16197",20041,NA,NA,2145
"8677",8677,"2004Q1",2150,"http://www.sec.gov/Archives/edgar/data/356080/0000950134-04-006819.txt",356080,"10-Q","BELO CORP","16161","16197",20041,NA,NA,2156
"8729",8729,"2004Q1",2154,"http://www.sec.gov/Archives/edgar/data/11199/0001104659-04-013013.txt",11199,"10-Q","BEMIS CO INC","16161","16197",20041,NA,NA,2172
"8797",8797,"2004Q1",2163,"http://www.sec.gov/Archives/edgar/data/935226/0000935226-04-000019.txt",935226,"10-K","BENIHANA INC","16158","16236",20041,NA,NA,2188
"8866",8866,"2004Q1",2176,"http://www.sec.gov/Archives/edgar/data/1067983/0000950129-04-002994.txt",1067983,"10-Q","BERKSHIRE HATHAWAY INC","16161","16201",20041,NA,NA,2203
"8926",8926,"2004Q1",2184,"http://www.sec.gov/Archives/edgar/data/764478/0001047469-04-014114.txt",764478,"10-K","BEST BUY CO INC","16129","16190",20041,NA,NA,2217
"9038",9038,"2004Q1",2193,"http://www.sec.gov/Archives/edgar/data/1040441/0000950134-04-006693.txt",1040441,"10-Q","BEVERLY ENTERPRISES INC","16161","16196",20041,NA,NA,2233
"9077",9077,"2004Q1",2204,"http://www.sec.gov/Archives/edgar/data/870756/0000950134-04-007735.txt",870756,"10-Q","NATIONAL ENERGY GROUP INC","16161","16208",20041,NA,NA,2240
"9197",9197,"2004Q1",2220,"http://www.sec.gov/Archives/edgar/data/12208/0000012208-04-000008.txt",12208,"10-Q","BIO RAD LABORATORIES INC","16161","16198",20041,NA,NA,2254
"9248",9248,"2004Q1",2222,"http://www.sec.gov/Archives/edgar/data/722104/0001104659-04-013435.txt",722104,"10-Q","SAVIENT PHARMACEUTICALS INC","16161","16201",20041,NA,NA,2270
"9337",9337,"2004Q1",2230,"http://www.sec.gov/Archives/edgar/data/351346/0000351346-04-000042.txt",351346,"10-Q","BIOMET INC","16130","16175",20041,NA,NA,2285
"9373",9373,"2007Q2",2236,"http://www.sec.gov/Archives/edgar/data/1300128/0000897101-07-002018.txt",1300128,"10KSB","Biotel Inc.","17347","17437",20072,NA,NA,2299
"9408",9408,"2004Q1",2237,"http://www.sec.gov/Archives/edgar/data/12239/0001104659-04-014431.txt",12239,"10-Q","SPHERIX INC","16161","16205",20041,NA,NA,2302
"9466",9466,"2004Q1",2240,"http://www.sec.gov/Archives/edgar/data/720762/0001193125-04-102587.txt",720762,"10QSB","NON INVASIVE MONITORING SYSTEMS INC /FL/","16191","16236",20041,NA,NA,2318
"9516",9516,"2004Q1",2246,"http://www.sec.gov/Archives/edgar/data/355007/0001193125-04-097058.txt",355007,"10-K","BIO LOGIC SYSTEMS CORP","16130","16223",20041,NA,NA,2333
"9578",9578,"2004Q1",2251,"http://www.sec.gov/Archives/edgar/data/723889/0001104659-04-014881.txt",723889,"10-Q","MFIC CORP","16161","16208",20041,NA,NA,2340
"9630",9630,"2004Q1",2255,"http://www.sec.gov/Archives/edgar/data/12355/0000012355-04-000078.txt",12355,"10-Q","BLACK & DECKER CORP","16158","16198",20041,NA,NA,2356
"9693",9693,"2004Q1",2259,"http://www.sec.gov/Archives/edgar/data/1130464/0001130464-04-000164.txt",1130464,"10-Q","BLACK HILLS CORP /SD/","16161","16201",20041,NA,NA,2372
"9745",9745,"2004Q1",2264,"http://www.sec.gov/Archives/edgar/data/12570/0000950152-04-004133.txt",12570,"10-Q","LEXINGTON PRECISION CORP","16161","16208",20041,NA,NA,2388
"9823",9823,"2004Q1",2269,"http://www.sec.gov/Archives/edgar/data/12659/0000950137-04-005468.txt",12659,"10-K","H&R BLOCK INC","16191","16254",20041,NA,NA,2404
"9874",9874,"2004Q1",2270,"http://www.sec.gov/Archives/edgar/data/314808/0000314808-04-000028.txt",314808,"10-Q","ENSCO INTERNATIONAL INC","16161","16187",20041,NA,NA,2419
"9926",9926,"2004Q1",2271,"http://www.sec.gov/Archives/edgar/data/1001606/0000950157-04-000308.txt",1001606,"10-Q","BLOUNT INTERNATIONAL INC","16161","16203",20041,NA,NA,2435
"9977",9977,"2004Q1",2282,"http://www.sec.gov/Archives/edgar/data/33769/0000950152-04-005322.txt",33769,"10-K","EVANS BOB FARMS INC","16191","16266",20041,NA,NA,2451
"10029",10029,"2004Q1",2285,"http://www.sec.gov/Archives/edgar/data/12927/0001193125-04-072412.txt",12927,"10-Q","BOEING CO","16161","16189",20041,NA,NA,2467
"10081",10081,"2004Q1",2290,"http://www.sec.gov/Archives/edgar/data/12978/0000012978-04-000103.txt",12978,"10-Q","BOISE CASCADE CORP","16161","16198",20041,NA,NA,2483
"10137",10137,"2004Q1",2295,"http://www.sec.gov/Archives/edgar/data/354655/0001193125-04-087076.txt",354655,"10-Q","BOLT TECHNOLOGY CORP","16161","16204",20041,NA,NA,2499
"10187",10187,"2004Q1",2299,"http://www.sec.gov/Archives/edgar/data/719722/0001193125-04-059356.txt",719722,"10-Q","CARDIODYNAMICS INTERNATIONAL CORP","16130","16169",20041,NA,NA,2515
"10274",10274,"2004Q1",2312,"http://www.sec.gov/Archives/edgar/data/315213/0001047469-04-016168.txt",315213,"10-Q","HALF ROBERT INTERNATIONAL INC /DE/","16161","16197",20041,NA,NA,2531
"10349",10349,"2004Q1",2328,"http://www.sec.gov/Archives/edgar/data/1035675/0001035675-04-000058.txt",1035675,"10-Q","NSTAR/MA","16161","16196",20041,NA,NA,2547
"10401",10401,"2004Q1",2337,"http://www.sec.gov/Archives/edgar/data/743368/0000950144-04-005193.txt",743368,"10-Q","BOWATER INC","16161","16201",20041,NA,NA,2563
"10413",10413,"2007Q3",2337,"http://www.sec.gov/Archives/edgar/data/1393066/0000950144-07-010257.txt",1393066,"10-Q","AbitibiBowater Inc.","17439","17479",20073,NA,NA,2575
"10450",10450,"2004Q1",2340,"http://www.sec.gov/Archives/edgar/data/13547/0000950134-04-007345.txt",13547,"10-Q","ENTRX CORP","16161","16203",20041,NA,NA,2577
"10502",10502,"2004Q1",2342,"http://www.sec.gov/Archives/edgar/data/13573/0000013573-04-000008.txt",13573,"10-Q","BOWL AMERICA INC","16158","16202",20041,NA,NA,2593
"10565",10565,"2004Q1",2345,"http://www.sec.gov/Archives/edgar/data/13606/0000950153-04-001235.txt",13606,"10-Q","WHITE ELECTRONIC DESIGNS CORP","16164","16205",20041,NA,NA,2609
"10613",10613,"2004Q1",2346,"http://www.sec.gov/Archives/edgar/data/13610/0000950123-04-005962.txt",13610,"10-Q","BOWNE & CO INC","16161","16198",20041,NA,NA,2625
"10665",10665,"2004Q1",2352,"http://www.sec.gov/Archives/edgar/data/746598/0000950137-04-004799.txt",746598,"10-Q","BRADY CORP","16191","16236",20041,NA,NA,2641
"10727",10727,"2004Q1",2390,"http://www.sec.gov/Archives/edgar/data/14177/0001193125-04-096190.txt",14177,"10-Q","BRIDGFORD FOODS CORP","16177","16219",20041,NA,NA,2657
"10779",10779,"2004Q1",2393,"http://www.sec.gov/Archives/edgar/data/14195/0001193125-04-081164.txt",14195,"10-Q","BRIGGS & STRATTON CORP","16158","16198",20041,NA,NA,2673
"10829",10829,"2004Q1",2402,"http://www.sec.gov/Archives/edgar/data/14280/0000014280-04-000011.txt",14280,"10-Q","MKTG SERVICES INC","16116","16118",20041,NA,NA,2689
"10881",10881,"2004Q1",2403,"http://www.sec.gov/Archives/edgar/data/14272/0001193125-04-083808.txt",14272,"10-Q","BRISTOL MYERS SQUIBB CO","16161","16201",20041,NA,NA,2693
"10928",10928,"2004Q1",2433,"http://www.sec.gov/Archives/edgar/data/14637/0001193125-04-088232.txt",14637,"10-Q","BNS CO","16161","16205",20041,NA,NA,2709
"10970",10970,"2004Q1",2435,"http://www.sec.gov/Archives/edgar/data/14693/0000014693-04-000085.txt",14693,"10-K","BROWN FORMAN CORP","16191","16254",20041,NA,NA,2712
"11020",11020,"2004Q1",2436,"http://www.sec.gov/Archives/edgar/data/14707/0000014707-04-000051.txt",14707,"10-Q","BROWN SHOE CO INC","16192","16230",20041,NA,NA,2728
"11071",11071,"2004Q1",2437,"http://www.sec.gov/Archives/edgar/data/14803/0001104659-04-013289.txt",14803,"10-Q","BROWN TOM INC /DE","16161","16201",20041,NA,NA,2744
"11127",11127,"2004Q1",2444,"http://www.sec.gov/Archives/edgar/data/14930/0000014930-04-000136.txt",14930,"10-Q","BRUNSWICK CORP","16161","16198",20041,NA,NA,2745
"11190",11190,"2004Q1",2448,"http://www.sec.gov/Archives/edgar/data/1104657/0000950152-04-003516.txt",1104657,"10-Q","BRUSH ENGINEERED MATERIALS INC","16163","16194",20041,NA,NA,2761
"11276",11276,"2004Q1",2469,"http://www.sec.gov/Archives/edgar/data/15310/0000015310-04-000005.txt",15310,"10-Q","BULOVA CORP","16161","16201",20041,NA,NA,2777
"11310",11310,"2004Q1",2482,"http://www.sec.gov/Archives/edgar/data/15486/0000015486-04-000016.txt",15486,"10-Q","BURKE MILLS INC","16164","16209",20041,NA,NA,2780
"11351",11351,"2004Q1",2484,"http://www.sec.gov/Archives/edgar/data/718916/0000718916-04-000015.txt",718916,"10-Q","BURLINGTON COAT FACTORY WAREHOUSE CORP","16129","16174",20041,NA,NA,2795
"11424",11424,"2004Q1",2490,"http://www.sec.gov/Archives/edgar/data/934612/0001193125-04-070261.txt",934612,"10-Q","BURLINGTON NORTHERN SANTA FE CORP","16161","16188",20041,NA,NA,2807
"11475",11475,"2004Q1",2497,"http://www.sec.gov/Archives/edgar/data/15615/0000950144-04-012386.txt",15615,"10-Q","MASTEC INC","16161","16428",20041,NA,NA,2823
"11543",11543,"2004Q1",2504,"http://www.sec.gov/Archives/edgar/data/746838/0000746838-04-000140.txt",746838,"10-Q","UNISYS CORP","16161","16183",20041,NA,NA,2839
"11681",11681,"2004Q1",2519,"http://www.sec.gov/Archives/edgar/data/15847/0000015847-04-000012.txt",15847,"10-K","BUTLER NATIONAL CORP","16191","16281",20041,NA,NA,2855
"11732",11732,"2004Q1",2521,"http://www.sec.gov/Archives/edgar/data/1003429/0001003429-04-000015.txt",1003429,"10-Q","REUNION INDUSTRIES INC","16161","16208",20041,NA,NA,2871
"11777",11777,"2004Q1",2536,"http://www.sec.gov/Archives/edgar/data/733269/0000733269-04-000010.txt",733269,"10-K","ACXIOM CORP","16161","16236",20041,NA,NA,2885
"11829",11829,"2004Q1",2537,"http://www.sec.gov/Archives/edgar/data/350621/0001193125-04-081978.txt",350621,"10-Q","C COR NET CORP","16156","16198",20041,NA,NA,2901
"11875",11875,"2004Q1",2538,"http://www.sec.gov/Archives/edgar/data/18396/0000893220-04-000954.txt",18396,"10-Q","CDI CORP","16161","16198",20041,NA,NA,2916
"11951",11951,"2004Q1",2555,"http://www.sec.gov/Archives/edgar/data/25354/0001169232-04-003290.txt",25354,"10-Q","CPI CORP","16192","16232",20041,NA,NA,2932
"12000",12000,"2004Q1",2556,"http://www.sec.gov/Archives/edgar/data/20629/0000950116-04-001886.txt",20629,"10-K","CSS INDUSTRIES INC","16161","16236",20041,NA,NA,2946
"12052",12052,"2004Q1",2561,"http://www.sec.gov/Archives/edgar/data/351717/0000351717-04-000014.txt",351717,"10-K","CPAC INC","16161","16251",20041,NA,NA,2962
"12125",12125,"2004Q1",2573,"http://www.sec.gov/Archives/edgar/data/356037/0000356037-04-000011.txt",356037,"10-Q","CSP INC /MA/","16161","16190",20041,NA,NA,2974
"12176",12176,"2004Q1",2574,"http://www.sec.gov/Archives/edgar/data/277948/0000950144-04-004650.txt",277948,"10-Q","CSX CORP","16156","16191",20041,NA,NA,2990
"12228",12228,"2004Q1",2577,"http://www.sec.gov/Archives/edgar/data/26058/0000026058-04-000024.txt",26058,"10-Q","CTS CORP","16158","16184",20041,NA,NA,3006
"12280",12280,"2004Q1",2581,"http://www.sec.gov/Archives/edgar/data/766792/0000766792-04-000006.txt",766792,"10QSB","CVD EQUIPMENT CORP","16161","16205",20041,NA,NA,3022
"12321",12321,"2004Q1",2589,"http://www.sec.gov/Archives/edgar/data/1018871/0001104659-04-013468.txt",1018871,"10-Q","HEALTHTRONICS SURGICAL SERVICES INC","16161","16201",20041,NA,NA,3038
"12373",12373,"2004Q1",2593,"http://www.sec.gov/Archives/edgar/data/16040/0000950135-04-002683.txt",16040,"10-Q","CABOT CORP","16161","16208",20041,NA,NA,3041
"12425",12425,"2004Q1",2595,"http://www.sec.gov/Archives/edgar/data/350199/0000350199-04-000006.txt",350199,"10-Q","CACHE INC","16157","16202",20041,NA,NA,3057
"12477",12477,"2004Q1",2596,"http://www.sec.gov/Archives/edgar/data/16058/0001193125-04-090002.txt",16058,"10-Q","CACI INTERNATIONAL INC /DE/","16161","16208",20041,NA,NA,3073
"12543",12543,"2004Q1",2602,"http://www.sec.gov/Archives/edgar/data/745274/0001193125-04-085832.txt",745274,"10-Q","CADMUS COMMUNICATIONS CORP/NEW","16161","16203",20041,NA,NA,3089
"12586",12586,"2004Q1",2606,"http://www.sec.gov/Archives/edgar/data/16104/0000016104-04-000017.txt",16104,"10-K","CAGLES INC","16164","16246",20041,NA,NA,3101
"12635",12635,"2004Q1",2615,"http://www.sec.gov/Archives/edgar/data/730255/0000730255-04-000042.txt",730255,"10-K","CALIFORNIA AMPLIFIER INC","16129","16219",20041,NA,NA,3117
"12685",12685,"2004Q4",2618,"http://www.sec.gov/Archives/edgar/data/16317/0000016317-05-000002.txt",16317,"10-K","CALIFORNIA ENGELS MINING CO","16436","16523",20044,NA,NA,3133
"12737",12737,"2004Q1",2628,"http://www.sec.gov/Archives/edgar/data/1035201/0000950005-04-000442.txt",1035201,"10-Q","CALIFORNIA WATER SERVICE GROUP","16161","16201",20041,NA,NA,3140
"12833",12833,"2004Q1",2644,"http://www.sec.gov/Archives/edgar/data/16590/0000016590-04-000008.txt",16590,"10QSB","CAMBEX CORP","16165","16215",20041,NA,NA,3156
"12892",12892,"2004Q1",2663,"http://www.sec.gov/Archives/edgar/data/16732/0000893220-04-001190.txt",16732,"10-Q","CAMPBELL SOUP CO","16193","16237",20041,NA,NA,3169
"12985",12985,"2004Q1",2735,"http://www.sec.gov/Archives/edgar/data/202947/0000950135-04-002239.txt",202947,"10QSB","CAPITAL PROPERTIES INC /RI/","16161","16191",20041,NA,NA,3185
"13034",13034,"2004Q1",2751,"http://www.sec.gov/Archives/edgar/data/721371/0000950152-04-003983.txt",721371,"10-Q","CARDINAL HEALTH INC","16161","16205",20041,NA,NA,3197
"13086",13086,"2004Q1",2771,"http://www.sec.gov/Archives/edgar/data/790051/0001104659-04-013230.txt",790051,"10-Q","CARLISLE COMPANIES INC","16161","16198",20041,NA,NA,3213
"13136",13136,"2004Q1",2783,"http://www.sec.gov/Archives/edgar/data/1094093/0001094093-04-000184.txt",1094093,"10-Q","PROGRESS ENERGY INC","16161","16197",20041,NA,NA,3229
"13214",13214,"2004Q1",2787,"http://www.sec.gov/Archives/edgar/data/17843/0001104659-04-014050.txt",17843,"10-Q","CARPENTER TECHNOLOGY CORP","16161","16203",20041,NA,NA,3245
"13291",13291,"2004Q1",2802,"http://www.sec.gov/Archives/edgar/data/18061/0001047469-04-019963.txt",18061,"10-Q","CASCADE CORP","16191","16231",20041,NA,NA,3261
"13343",13343,"2004Q1",2803,"http://www.sec.gov/Archives/edgar/data/18072/0001104659-04-013516.txt",18072,"10-Q","CASCADE NATURAL GAS CORP","16161","16201",20041,NA,NA,3277
"13386",13386,"2004Q1",2807,"http://www.sec.gov/Archives/edgar/data/726958/0001193125-04-117913.txt",726958,"10-K","CASEYS GENERAL STORES INC","16191","16266",20041,NA,NA,3290
"13427",13427,"2004Q1",2811,"http://www.sec.gov/Archives/edgar/data/18172/0000018172-04-000014.txt",18172,"10-Q","CASTLE A M & CO","16161","16198",20041,NA,NA,3306
"13476",13476,"2007Q1",2812,"http://www.sec.gov/Archives/edgar/data/18169/0000892569-07-000624.txt",18169,"10-Q","DOLE FOOD CO INC","17249","17293",20071,NA,NA,3322
"13514",13514,"2004Q1",2817,"http://www.sec.gov/Archives/edgar/data/18230/0000018230-04-000302.txt",18230,"10-Q","CATERPILLAR INC","16161","16201",20041,NA,NA,3325
"13565",13565,"2004Q1",2818,"http://www.sec.gov/Archives/edgar/data/18255/0000950144-04-006062.txt",18255,"10-Q","CATO CORP","16192","16229",20041,NA,NA,3341
"13591",13591,"2004Q1",2820,"http://www.sec.gov/Archives/edgar/data/278166/0000950153-04-001296.txt",278166,"10-K","CAVCO INDUSTRIES INC","16161","16215",20041,NA,NA,3357
"13643",13643,"2004Q1",2829,"http://www.sec.gov/Archives/edgar/data/740664/0000740664-04-000034.txt",740664,"10QSB","R F INDUSTRIES LTD","16191","16236",20041,NA,NA,3373
"13680",13680,"2004Q1",2831,"http://www.sec.gov/Archives/edgar/data/745651/0000745651-04-000004.txt",745651,"10QSB","BUY IT CHEAP COM INC /DE","16161","16197",20041,NA,NA,3389
"13732",13732,"2004Q1",2845,"http://www.sec.gov/Archives/edgar/data/18532/0000950134-04-008224.txt",18532,"10-K","CENTEX CORP","16161","16219",20041,NA,NA,3390
"13808",13808,"2004Q1",2856,"http://www.sec.gov/Archives/edgar/data/1061393/0001169232-04-002656.txt",1061393,"10-Q","CH ENERGY GROUP INC","16161","16198",20041,NA,NA,3406
"13864",13864,"2004Q1",2859,"http://www.sec.gov/Archives/edgar/data/1089819/0001089819-04-000019.txt",1089819,"10-Q","CLECO CORP","16161","16196",20041,NA,NA,3422
"13926",13926,"2004Q1",2870,"http://www.sec.gov/Archives/edgar/data/18808/0000018808-04-000065.txt",18808,"10-Q","CENTRAL VERMONT PUBLIC SERVICE CORP","16161","16198",20041,NA,NA,3438
"13990",13990,"2004Q1",2884,"http://www.sec.gov/Archives/edgar/data/18926/0000018926-04-000024.txt",18926,"10-Q","CENTURYTEL INC","16161","16198",20041,NA,NA,3453
"14042",14042,"2004Q1",2888,"http://www.sec.gov/Archives/edgar/data/18937/0001193125-04-082890.txt",18937,"10-Q","CERADYNE INC","16161","16201",20041,NA,NA,3469
"14093",14093,"2004Q1",2889,"http://www.sec.gov/Archives/edgar/data/826821/0001193125-04-087262.txt",826821,"10QSB","CERBCO INC","16161","16204",20041,NA,NA,3485
"14147",14147,"2004Q1",2897,"http://www.sec.gov/Archives/edgar/data/19002/0000950129-04-003642.txt",19002,"10-Q","CERTRON CORP","16191","16217",20041,NA,NA,3491
"14198",14198,"2004Q1",2903,"http://www.sec.gov/Archives/edgar/data/713492/0000950129-04-004355.txt",713492,"10-K","CHAD THERAPEUTICS INC","16161","16247",20041,NA,NA,3494
"14244",14244,"2004Q1",2908,"http://www.sec.gov/Archives/edgar/data/316672/0001144204-04-006339.txt",316672,"10-Q","TERAFORCE TECHNOLOGY CORP","16161","16202",20041,NA,NA,3510
"14279",14279,"2004Q1",2909,"http://www.sec.gov/Archives/edgar/data/742685/0001092306-04-000382.txt",742685,"10-Q","CHALONE WINE GROUP LTD","16161","16205",20041,NA,NA,3515
"14282",14282,"2007Q1",2911,"http://www.sec.gov/Archives/edgar/data/320431/0001193125-07-111903.txt",320431,"10-Q","UNIFIED WESTERN GROCERS INC","17256","17297",20071,NA,NA,3518
"14319",14319,"2004Q1",2916,"http://www.sec.gov/Archives/edgar/data/814068/0000950124-04-001971.txt",814068,"10-Q","CHAMPION ENTERPRISES INC","16164","16191",20041,NA,NA,3520
"14387",14387,"2004Q1",2918,"http://www.sec.gov/Archives/edgar/data/19161/0000019161-04-000009.txt",19161,"10-Q","CHAMPION PARTS INC","16158","16203",20041,NA,NA,3536
"14454",14454,"2004Q1",2929,"http://www.sec.gov/Archives/edgar/data/19252/0001000096-04-000258.txt",19252,"10-Q","CHAPARRAL RESOURCES INC","16161","16205",20041,NA,NA,3550
"14495",14495,"2004Q1",2938,"http://www.sec.gov/Archives/edgar/data/19353/0000019353-04-000095.txt",19353,"10-Q","CHARMING SHOPPES INC","16192","16219",20041,NA,NA,3560
"14557",14557,"2004Q1",2940,"http://www.sec.gov/Archives/edgar/data/19411/0001047469-04-014363.txt",19411,"10-Q","MAGELLAN HEALTH SERVICES INC","16161","16190",20041,NA,NA,3576
"14608",14608,"2004Q1",2942,"http://www.sec.gov/Archives/edgar/data/19446/0001104659-04-016638.txt",19446,"10-Q","CANTEL MEDICAL CORP","16191","16232",20041,NA,NA,3591
"14659",14659,"2004Q1",2950,"http://www.sec.gov/Archives/edgar/data/19520/0001072613-04-000779.txt",19520,"10-Q","CHATTEM INC","16130","16170",20041,NA,NA,3607
"14711",14711,"2004Q1",2951,"http://www.sec.gov/Archives/edgar/data/350692/0000950134-04-007299.txt",350692,"10-Q","DELPHAX TECHNOLOGIES INC","16161","16203",20041,NA,NA,3623
"14759",14759,"2004Q1",2953,"http://www.sec.gov/Archives/edgar/data/215419/0000215419-04-000046.txt",215419,"10-Q","CHECKPOINT SYSTEMS INC","16158","16204",20041,NA,NA,3639
