"","Gvkey","CIK"
"16080",111406,1098875
"16084",111407,1092083
"16088",111489,1280191
"16092",111490,1055455
"16096",111491,1055454
"16100",111492,1040017
"16104",111532,1054579
"16108",111534,1050446
"16112",111535,1128281
"16116",111579,1269132
"16120",111581,1021097
"16124",111629,1075736
"16128",111631,1556739
"16132",111662,1059272
"16136",111723,1050167
"16140",111861,1048701
"16144",111862,1081919
"16148",111864,1058290
"16152",111868,1003515
"16156",111873,1528849
"16160",111931,1085545
"16164",111961,1046880
"16168",111965,934473
"16172",111974,1499832
"16176",112004,924505
"16180",112005,1059579
"16184",112030,1058623
"16188",112033,1047699
"16192",112034,1059562
"16196",112108,1091938
"16199",112111,1057352
"16203",112168,1060391
"16207",112178,1052837
"16211",112401,1052489
"16215",112402,1022964
"16219",112473,1059763
"16223",112552,851368
"16227",112623,1060390
"16231",112624,1062478
"16235",112714,1096088
"16239",112720,1025573
"16243",112752,1061646
"16247",112754,907562
"16251",112759,1065059
"16255",112774,31347
"16259",112775,1057746
"16263",112874,1018074
"16267",112876,1061219
"16271",112878,1061117
"16275",112890,1096050
"16279",112968,1056358
"16283",113033,1061859
"16287",113139,934306
"16291",113140,1091735
"16295",113178,1058828
"16299",113224,1019654
"16303",113225,873538
"16307",113269,1056923
"16311",113270,1034088
"16315",113272,1063744
"16317",113301,1062441
"16321",113359,1091539
"16325",113361,1063085
"16329",113362,1062530
"16333",113363,1104332
"16337",113371,1042173
"16341",113373,1093546
"16345",113419,1062047
"16349",113422,1091566
"16353",113425,1052303
"16357",113439,1059341
"16361",113486,1096688
"16365",113490,1051470
"16369",113498,1062195
"16373",113530,1065860
"16377",113533,1047188
"16381",113546,NA
"16385",113608,1094365
"16389",113609,1031283
"16393",113646,886235
"16397",113667,NA
"16401",113768,1059404
"16405",113807,1098532
"16409",113812,1061354
"16413",113834,1083273
"16417",113981,1093819
"16421",114057,723269
"16425",114202,1103718
"16429",114209,925660
"16433",114225,853833
"16437",114242,1095276
"16441",114283,1097805
"16445",114368,1095691
"16449",114370,945699
"16453",114380,1094806
"16457",114415,1063537
"16461",114421,1032863
"16465",114484,1065049
"16469",114524,1065088
"16473",114608,1041379
"16477",114698,1046995
"16481",114747,759153
"16485",114748,1040570
"16489",114830,1080924
"16493",114834,1088312
"16497",114881,1318482
"16501",114920,1043769
"16505",115081,1047540
"16509",115090,1102901
"16513",115228,NA
"16517",115245,828119
"16521",115313,1066684
"16525",115318,1078723
"16529",115356,736314
"16531",115404,1326583
"16535",115406,928373
"16539",115499,1076262
"16543",115554,1045280
"16547",115588,1096835
"16551",115747,1084966
"16555",115757,1092796
"16559",115831,1065078
"16563",115872,1068002
"16566",116025,1066764
"16570",116029,1070423
"16574",116104,1051251
"16578",116166,50471
"16582",116209,1088034
"16586",116387,896726
"16590",116389,840573
"16594",116393,NA
"16598",116394,1095070
"16602",116395,1006637
"16606",116500,1076462
"16610",116503,1039889
"16614",116504,827187
"16618",116526,1069353
"16622",116610,1001279
"16626",116746,NA
"16627",116770,1065246
"16631",116772,1068875
"16635",116787,1066026
"16639",116826,1070361
"16643",116857,1070794
"16647",116895,1289550
"16649",116897,1026488
"16653",116903,1087022
"16657",116924,843494
"16659",117027,1054097
"16663",117036,1071255
"16667",117114,1085277
"16671",117115,1049505
"16675",117142,913756
"16679",117145,927720
"16683",117146,1057807
"16687",117159,NA
"16691",117319,NA
"16695",117358,1258655
"16697",117768,1045810
"16701",117843,1062663
"16705",117846,NA
"16709",117861,1062231
"16713",117862,1072343
"16717",117902,1067837
"16721",117905,878436
"16725",118003,894253
"16729",118081,1065087
"16733",118084,1024787
"16734",118121,1066134
"16738",118122,1521332
"16742",118223,1073349
"16746",118228,1043946
"16750",118261,1091983
"16754",118267,56679
"16758",118304,1035985
"16762",118307,1014383
"16766",118321,1073967
"16770",118445,1042185
"16774",118502,1066104
"16778",118503,1065591
"16782",118528,1025134
"16786",118577,1073431
"16790",118673,1089525
"16794",118733,1028205
"16798",118734,1052102
"16800",118738,1072978
"16804",118793,1074530
"16808",118795,1060990
"16812",119034,1074767
"16816",119133,95047
"16820",119157,1064539
"16824",119173,1023364
"16828",119215,1061169
"16832",119216,1079028
"16836",119217,1079023
"16840",119233,NA
"16844",119273,1060801
"16848",119275,1049502
"16852",119293,1104174
"16856",119314,1075531
"16860",119316,1069878
"16864",119417,1076405
"16868",119473,1120285
"16872",119474,1337885
"16876",119493,850579
"16880",119574,1078271
"16884",119576,1045151
"16888",119696,1058425
"16892",119736,1030058
"16896",119753,1068887
"16900",119893,1046501
"16904",119913,1029762
"16906",119955,NA
"16910",119957,1078203
"16914",120048,1066605
"16918",120051,882509
"16922",120093,1070412
"16926",120113,1042463
"16930",120134,1080099
"16934",120297,1301611
"16938",120300,1080306
"16941",120301,1041657
"16945",120302,1074771
"16949",120358,1080056
"16953",120359,1057758
"16957",120444,929008
"16961",120455,1031951
"16965",120456,1080340
"16969",120513,1080359
"16973",120557,1082423
"16977",120593,1070534
"16981",120595,1081290
"16985",120656,1090514
"16989",120723,1051118
"16993",120774,1009626
"16997",120816,1080224
"17001",120822,1069469
"17005",120824,1073429
"17009",120835,1065736
"17013",120839,1065351
"17014",120877,1275283
"17018",121053,1063254
"17022",121077,1048695
"17026",121078,1075244
"17028",121080,888953
"17032",121136,1077634
"17036",121142,1065837
"17040",121153,1080667
"17044",121196,916802
"17048",121200,1069249
"17053",121257,1082506
"17057",121318,1024605
"17061",121375,1101865
"17065",121382,1034054
"17069",121437,1081661
"17073",121440,1082554
"17077",121478,1084332
"17081",121493,1084755
"17085",121553,1065728
"17089",121560,1054709
"17091",121595,1073362
"17095",121656,934280
"17099",121661,1074929
"17103",121662,1078099
"17107",121673,1082923
"17111",121717,1083712
"17115",121718,1043604
"17119",121720,1084400
"17121",121722,1078259
"17124",121754,1131806
"17125",121759,49615
"17129",121773,NA
"17133",121817,1050606
"17137",121819,1036968
"17141",121834,1054298
"17145",121840,1079786
"17149",121842,1067797
"17150",121844,1394069
"17154",121913,820789
"17158",121934,1059324
"17162",121938,1080922
"17166",121979,1016613
"17170",122034,NA
"17174",122061,1085280
"17178",122078,1065332
"17182",122094,1077926
"17186",122096,1084421
"17190",122099,76174
"17194",122101,1052593
"17198",122148,1080088
"17201",122159,1086195
"17205",122163,1394186
"17209",122170,1066961
"17210",122172,1084048
"17214",122175,1082324
"17218",122200,1109153
"17222",122202,1099369
"17226",122211,1077688
"17230",122212,1275229
"17234",122219,1071272
"17238",122233,1060595
"17242",122255,NA
"17246",122257,1048477
"17250",122263,1077370
"17254",122315,815508
"17258",122316,1047499
"17260",122355,1086467
"17264",122357,1085776
"17268",122358,1086472
"17272",122360,1011344
"17276",122376,1086082
"17280",122380,1069202
"17284",122394,1085869
"17288",122436,1084827
"17292",122447,1062019
"17296",122514,1085734
"17300",122519,1084869
"17304",122536,1085621
"17308",122655,1025707
"17312",122674,1085770
"17316",122678,828064
"17320",122734,1086757
"17321",122741,1022509
"17325",122754,1067606
"17327",122778,1085482
"17331",122841,1087423
"17335",122895,1088022
"17339",122902,1078075
"17343",122915,1086600
"17347",122916,1076682
"17351",122917,1641129
"17355",122921,1088033
"17359",123016,1058299
"17363",123017,1086939
"17367",123094,1088653
"17371",123434,1052257
"17375",123435,1088771
"17379",123500,1072048
"17383",123714,1061985
"17387",123715,769592
"17391",123795,1049234
"17393",123796,1081751
"17397",123805,1072971
"17401",123806,1037759
"17403",123914,NA
"17407",123937,1050808
"17411",123995,1089613
"17415",123998,1089907
"17419",124036,1066194
"17423",124038,1517650
"17427",124050,1497350
"17431",124176,1087414
"17433",124196,1032761
"17437",124198,1142701
"17441",124254,1090061
"17445",124314,1086844
"17448",124318,1002658
"17449",124319,1090071
"17453",124320,1087277
"17457",124354,1084382
"17461",124355,1003607
"17465",124358,1056386
"17469",124359,1071342
"17471",124361,1089697
"17475",124374,1092013
"17479",124394,1088825
"17483",124435,1037275
"17487",124442,1091530
"17491",124494,1090052
"17493",124595,1085866
"17497",124599,1003214
"17501",124634,1060426
"17507",124636,NA
"17509",124638,1092458
"17513",124678,1042431
"17517",124761,1095792
"17521",124775,1091883
"17525",124934,1091599
"17529",125000,1030206
"17533",125014,1057083
"17537",125237,1091801
"17541",125240,1091907
"17545",125274,1054721
"17549",125275,1092006
"17553",125276,1093207
"17557",125314,1085661
"17561",125358,1084750
"17565",125360,1092367
"17569",125531,NA
"17573",125533,1089976
"17577",125582,1074436
"17581",125583,1091973
"17585",125595,1086222
"17589",125600,1094084
"17593",125601,1089872
"17597",125604,1093691
"17601",125794,1077183
"17605",125814,NA
"17609",125860,1071598
"17613",125975,1089143
"17617",125994,1081372
"17621",126007,1062720
"17625",126010,1069394
"17629",126020,1040896
"17633",126029,1065581
"17637",126036,1629210
"17640",126039,1071819
"17644",126046,1089575
"17648",126056,1069258
"17652",126136,1091667
"17656",126296,1324424
"17660",126297,NA
"17664",126314,1080029
"17668",126318,1058811
"17672",126322,1093885
"17676",126417,1094739
"17680",126423,1094392
"17684",126424,1094243
"17688",126434,1094007
"17692",126454,1095105
"17695",126455,1091326
"17699",126496,1094814
"17703",126554,1090872
"17707",126555,1089511
"17711",126597,916704
"17715",126599,1094360
"17718",126600,1082526
"17722",126601,1095330
"17726",126615,1643858
"17730",126714,1086740
"17734",126718,1095315
"17738",126721,1094285
"17742",126722,1094286
"17746",126775,1092492
"17750",126794,1076607
"17754",126797,1084000
"17758",127075,1089443
"17762",127076,1065677
"17766",127077,1079297
"17770",127094,1062292
"17774",127174,944163
"17778",127179,1094238
"17782",127234,1428156
"17786",127279,1095480
"17790",127282,1096199
"17794",127314,1081856
"17798",127316,796735
"17802",127377,1094831
"17806",127383,1086745
"17810",127384,889057
"17811",127436,1085653
"17815",127438,1059155
"17820",127455,1014672
"17824",127456,1113679
"17828",127462,1096689
"17832",127464,1096509
"17836",127475,1074909
"17840",127479,1085106
"17843",127480,1096512
"17846",127481,1068796
"17850",127484,755113
"17854",127539,847917
"17858",127640,1093677
"17862",127642,1040227
"17866",127644,789868
"17870",127655,1005356
"17874",127659,1085203
"17878",127843,1080759
"17882",127958,1165921
"17886",128021,1099215
"17890",128041,1017837
"17893",128098,1095858
"17897",128541,1096219
"17901",128599,1081630
"17905",128663,1076481
"17909",128759,1057693
"17913",128764,1054131
"17917",128978,75677
"17921",129078,1022329
"17925",129118,1092605
"17929",129120,712511
"17933",129418,1120102
"17937",129419,1096658
"17941",129441,846475
"17945",129442,1098659
"17949",129466,1098972
"17953",129467,1056794
"17957",129469,NA
"17961",129518,1097070
"17964",129624,1098834
"17968",129632,1017440
"17972",129823,1099160
"17976",129840,1094348
"17980",129848,1099531
"17984",129849,1069502
"17988",129850,1097338
"17992",129851,1094561
"17996",130040,1042134
"18000",130041,1049210
"18004",130042,NA
"18008",130048,1098402
"18012",130049,1035096
"18016",130200,1096142
"18020",130298,1089590
"18024",130299,1093800
"18028",130305,1058444
"18032",130398,1098803
"18036",130399,1091953
"18038",130421,1099944
"18042",130762,1096325
"18046",130764,1093273
"18050",130766,1085707
"18054",130767,1074961
"18058",132361,1071806
"18062",132369,1076641
"18066",132405,786998
"18070",132407,715031
"18074",132482,1100917
"18078",132502,1100389
"18082",132518,1100969
"18086",132524,1091284
"18090",132525,1030471
"18094",132526,1034397
"18098",132599,1407313
"18102",132644,1090908
"18106",132799,1053676
"18110",132978,1043561
"18114",132980,1064648
"18118",133044,1102542
"18122",133047,1097297
"18124",133049,1070699
"18128",133164,1067588
"18130",133166,319156
"18134",133170,1097313
"18138",133186,1101547
"18142",133246,1087432
"18146",133288,1038074
"18150",133328,1103390
"18154",133346,1101169
"18158",133366,1099800
"18162",133367,1096752
"18166",133424,1097264
"18170",133425,1095079
"18174",133430,1103234
"18178",133432,1098277
"18182",133468,1034842
"18186",133504,1033905
"18190",133547,1080034
"18194",133724,1076167
"18198",133726,1102934
"18202",133728,1099674
"18206",133730,1044391
"18210",133731,1099414
"18214",133732,1104730
"18218",133766,1095565
"18222",133767,1100270
"18226",133769,1103184
"18230",133825,1104855
"18234",133844,941685
"18238",133866,1101268
"18242",133868,1062822
"18246",133869,1102993
"18250",133871,1001233
"18254",133885,939767
"18258",133888,1070380
"18262",133944,1110647
"18266",133945,1104252
"18270",133949,758938
"18274",133985,1041403
"18278",133987,1103013
"18282",134025,1087875
"18286",134026,1103837
"18290",134031,1102556
"18294",134104,1062606
"18298",134144,1109190
"18302",134164,1109935
"18306",134308,1094961
"18310",134384,1102741
"18314",134447,1107112
"18318",134452,1106842
"18322",134504,1076784
"18326",134685,1033025
"18330",134845,1138234
"18332",134867,1099780
"18336",134932,1097864
"18340",135004,1107216
"18344",135044,1040161
"18348",135165,1105982
"18352",135244,1093818
"18356",135245,NA
"18360",135247,1057217
"18364",135401,1103544
"18368",135484,20520
"18372",135527,1108630
"18376",135669,1024149
"18380",135805,1108058
"18384",135844,836690
"18388",135865,1060490
"18392",135945,1107194
"18396",135965,1105472
"18400",135966,1103777
"18404",135969,1057234
"18409",135986,1106773
"18413",135990,1013871
"18417",136186,1104506
"18421",136264,1108341
"18422",136267,1108487
"18426",136306,1359555
"18430",136307,1090507
"18434",136646,1094058
"18438",136647,1090461
"18442",136648,1111335
"18446",136725,1035267
"18450",136804,1037760
"18454",136806,1102750
"18458",136809,1093837
"18462",136824,1063527
"18466",136827,1262456
"18470",136830,1080399
"18474",136884,1107332
"18478",137024,1109189
"18482",137130,1108185
"18486",137131,1100682
"18490",137136,1094032
"18492",137141,1085115
"18496",137252,1107050
"18500",137292,1111721
"18504",137373,1009759
"18508",137390,1069563
"18512",137430,1110418
"18516",137432,1101396
"18520",137434,1075656
"18524",137512,1082594
"18528",137530,1115911
"18532",137573,1101302
"18536",137577,1095963
"18540",137580,NA
"18544",137602,1113232
"18548",137608,1084983
"18552",137611,1104188
"18556",137641,1110903
"18560",137642,1069530
"18564",137662,1104017
"18568",137667,907152
"18572",137704,1106851
"18576",137722,NA
"18580",137801,1112880
"18584",137803,1022974
"18588",137861,1105542
"18592",137864,1111001
"18595",137881,1046832
"18599",137884,813716
"18603",137943,1109116
"18607",138000,1077814
"18610",138122,1080709
"18614",138123,NA
"18618",138124,1095471
"18622",138126,1114220
"18626",138129,1056421
"18630",138201,1094895
"18634",138203,1113099
"18637",138205,1110803
"18641",138210,1045739
"18645",138321,789356
"18649",138341,1108205
"18653",138342,1110361
"18657",138343,1110009
"18661",138346,1050776
"18665",138347,1112263
"18669",138402,1108924
"18673",138404,1052547
"18677",138466,1040416
"18681",138467,1114925
"18685",138481,1100395
"18689",138483,1109354
"18693",138601,1044435
"18697",138602,NA
"18701",138603,1402159
"18702",138607,731502
"18706",138608,1113481
"18710",138609,1114872
"18714",138610,924829
"18718",138611,1040853
"18722",138612,1109279
"18726",138613,1111665
"18730",138641,1107601
"18734",138662,930553
"18738",138704,NA
"18742",138705,1108951
"18746",138707,1100441
"18750",138741,1114200
"18754",138743,1101239
"18758",138747,NA
"18762",138843,1058289
"18766",138901,845072
"18770",138921,1111632
"18774",138943,105006
"18778",139130,1098590
"18782",139137,NA
"18786",139221,1085254
"18790",139225,1086319
"18794",139526,1096791
"18798",139662,1116521
"18802",139665,1059556
"18806",139746,884504
"18810",139804,1116942
"18814",139922,1114365
"18818",139985,1060824
"18822",140023,872912
"18826",140024,930095
"18830",140027,1116030
"18834",140030,1022225
"18838",140033,1010775
"18842",140042,926617
"18846",140044,1082038
"18850",140049,1075056
"18853",140050,1091158
"18857",140061,1109537
"18861",140071,1261482
"18865",140073,1114483
"18869",140443,1018710
"18873",140445,1110206
"18877",140541,1116132
"18881",140568,1092662
"18885",140569,1051034
"18889",140633,934868
"18893",140672,1660719
"18897",140676,1614675
"18901",140679,1027362
"18905",140736,1118941
"18909",140757,1120916
"18913",140758,1114749
"18917",140759,1120295
"18921",140760,1110783
"18925",140897,917968
"18929",140902,1037016
"18933",140904,947397
"18937",140905,750199
"18941",140909,NA
"18945",140977,1126294
"18949",140979,NA
"18953",141005,1104891
"18957",141006,1106213
"18961",141007,1122668
"18965",141023,1116139
"18969",141037,1098315
"18973",141038,1072367
"18977",141044,1001193
"18981",141097,1039160
"18985",141098,1120155
"18986",141136,1118326
"18988",141178,1022652
"18992",141196,1092050
"18996",141197,1100412
"19000",141198,1103345
"19004",141200,1099066
"19008",141218,925739
"19012",141236,1122342
"19016",141240,1076700
"19020",141241,1053361
"19024",141242,1109662
"19028",141276,1040666
"19032",141277,1124140
"19036",141278,890394
"19040",141321,1121302
"19044",141339,1341470
"19045",141359,1084765
"19049",141362,1123333
"19053",141363,1110805
"19057",141382,1035688
"19060",141384,1097149
"19064",141389,864559
"19068",141397,1109740
"19072",141400,37748
"19076",141460,1060736
"19080",141467,1041580
"19084",141469,1123494
"19088",141496,1029142
"19092",141577,1114655
"19096",141642,1083036
"19100",141720,1161154
"19104",141740,1084702
"19108",141800,NA
"19112",141810,1084226
"19116",141845,1129446
"19120",141846,1070494
"19124",141847,1129623
"19128",141859,1103078
"19132",141887,1104038
"19136",141913,1123360
"19140",141915,NA
"19144",141957,1100813
"19148",141982,1123647
"19152",141983,1113247
"19156",142024,1088436
"19159",142027,1288382
"19163",142045,1118847
"19165",142096,1116449
"19169",142106,1120438
"19173",142108,1069322
"19177",142129,1124653
"19181",142155,1099963
"19185",142156,1113643
"19189",142230,1126975
"19193",142254,1083944
"19197",142260,1121484
"19201",142276,1120802
"19205",142318,1124217
"19209",142339,1635235
"19213",142380,1129650
"19215",142382,1125057
"19219",142459,NA
"19223",142460,1064728
"19227",142499,949982
"19231",142541,1084047
"19235",142546,1129155
"19239",142566,1102944
"19241",142698,1088211
"19245",142715,1121811
"19249",142731,1107955
"19253",142748,109758
"19257",142811,1135152
"19261",142812,1123979
"19265",142814,817720
"19269",142818,1084088
"19273",142852,1116112
"19277",142909,912926
"19281",142945,1123871
"19285",142952,1228068
"19289",142953,1103982
"19293",142956,926326
"19297",143053,1126577
"19301",143217,1115463
"19305",143283,817129
"19309",143378,1115818
"19313",143421,1492658
"19317",143441,912875
"19321",143443,1130950
"19325",143467,764794
"19329",143526,946563
"19333",143527,1122787
"19337",143582,1119951
"19341",143605,1139463
"19345",143625,1125557
"19349",143640,1135017
"19353",143664,1117458
"19357",143668,1065034
"19361",143710,1136294
"19365",143754,1137047
"19369",143827,356292
"19373",143869,1121980
"19377",143892,50710
"19381",143912,1069183
"19385",143952,1099358
"19389",143974,1101215
"19393",143997,1119601
"19398",144010,1113668
"19402",144018,1121785
"19406",144030,1124024
"19410",144040,1070906
"19414",144058,1094139
"19418",144062,1041609
"19422",144066,1137411
"19426",144076,1137154
"19430",144097,1092914
"19434",144101,1083706
"19438",144117,1062431
"19440",144119,NA
"19444",144135,1344632
"19448",144139,1004673
"19452",144181,1104161
"19456",144235,1127439
"19461",144258,NA
"19464",144275,1125052
"19468",144296,1127696
"19472",144343,1121282
"19476",144356,1120096
"19480",144375,1144331
"19484",144396,1141103
"19488",144398,1126752
"19494",144436,878526
"19498",144437,1120914
"19502",144476,1127993
"19506",144519,7032
"19510",144520,1142750
"19514",144559,1136869
"19518",144640,1144980
"19522",144710,NA
"19525",144727,1048620
"19529",144755,1117034
"19533",144809,1133260
"19537",144821,1133082
"19541",144887,1072379
"19545",144888,1118480
"19549",144889,1141363
"19553",144998,1166003
"19557",145003,1074874
"19561",145026,1094651
"19563",145027,1117228
"19567",145041,1156388
"19571",145042,1157377
"19575",145049,1326380
"19579",145060,1080036
"19583",145061,1127454
"19587",145080,707388
"19591",145089,1119721
"19595",145109,1131072
"19599",145160,1115143
"19603",145161,1157624
"19607",145186,1574532
"19611",145206,1119643
"19615",145207,1447994
"19619",145228,1129425
"19623",145287,1125856
"19627",145308,105319
"19631",145313,1124394
"19636",145315,1112424
"19640",145327,1088199
"19644",145416,1156295
"19648",145431,1159119
"19652",145475,1122099
"19656",145512,1141399
"19660",145553,1103092
"19664",145578,1093430
"19669",145658,1132784
"19673",145702,1051719
"19677",145725,1133598
"19681",145729,NA
"19685",145771,1103121
"19689",145809,1041418
"19693",145813,1028394
"19697",145817,1071775
"19701",145854,1123361
"19705",145893,1115255
"19708",145911,1157972
"19712",145913,1102942
"19716",145916,1116181
"19720",145935,1142380
"19724",145956,1132645
"19728",145977,1158449
"19732",145979,817979
"19736",145991,1080973
"19740",146017,1144215
"19744",146036,1137019
"19748",146071,1099918
"19752",146072,1128252
"19756",146111,1142406
"19760",146112,737243
"19764",146117,1141240
"19768",146136,1075636
"19772",146137,1112412
"19776",146138,1103719
"19780",146156,1145460
"19784",146171,892537
"19788",146172,1144284
"19792",146176,1132034
"19796",146201,1123580
"19800",146204,1084557
"19804",146313,317477
"19808",146334,NA
"19812",146413,1115054
"19814",146500,1159281
"19818",146520,1121520
"19822",146546,828940
"19826",146564,NA
"19830",146605,1099150
"19834",146616,1088856
"19838",146617,1163842
"19842",146648,1162461
"19846",146659,1156041
"19850",146669,799235
"19854",146735,1114084
"19858",146738,1144879
"19862",146739,1143799
"19866",146840,1156784
"19870",146868,NA
"19874",147101,1157758
"19878",147175,1424847
"19882",147183,1120970
"19886",147200,1114529
"19890",147201,1066833
"19894",147204,1158324
"19898",147208,NA
"19902",147226,1160078
"19906",147242,1166388
"19910",147249,1133062
"19914",147262,1163958
"19918",147288,1158387
"19922",147302,1035656
"19926",147305,1158463
"19930",147307,1162315
"19934",147308,1424750
"19938",147337,NA
"19942",147340,1112920
"19946",147344,1133754
"19950",147352,1162283
"19954",147373,1103759
"19958",147391,1108727
"19962",147412,1100747
"19966",147434,1128723
"19969",147451,1323115
"19973",147452,1139650
"19977",147453,1166291
"19981",147459,1128949
"19985",147483,1202963
"19989",147501,1143238
"19993",147579,1065280
"19997",147599,1129162
"20001",147638,1168696
"20005",147639,1159154
"20009",147644,1123313
"20013",147648,NA
"20017",147657,1162556
"20021",147658,1168478
"20025",147660,906192
"20029",147661,1168213
"20033",147708,1133470
"20037",147750,1126216
"20041",147811,1168397
"20045",147817,1158833
"20049",147849,1169445
"20053",147856,1145700
"20057",147868,1130713
"20061",147885,1168061
"20065",147891,1110283
"20069",147894,1140827
"20073",147901,1166161
"20077",147988,868857
"20081",147990,1169358
"20082",148008,1123648
"20086",148031,1144439
"20090",148069,1129552
"20093",148131,NA
"20097",148149,1141215
"20101",148169,1093649
"20105",148170,1167419
"20109",148217,1062613
"20113",148219,1103021
"20117",148223,1372020
"20121",148224,1171032
"20125",148234,1071941
"20129",148240,1156293
"20133",148249,1171014
"20137",148257,1637512
"20141",148281,1022345
"20145",148313,922863
"20149",148349,1260221
"20153",148350,1378453
"20157",148368,1129284
"20161",148371,1158134
"20165",148390,1039399
"20169",148391,1056285
"20173",148409,1166338
"20177",148410,1138951
"20181",148429,1157300
"20186",148470,1171759
"20190",148476,1096788
"20194",148509,NA
"20198",148529,1161723
"20201",148531,1575571
"20205",148650,1143363
"20209",148652,1172243
"20213",148749,1138867
"20217",148769,1173495
"20219",148770,1166036
"20223",148771,1097430
"20227",148772,1117171
"20229",148870,1168335
"20233",148930,1091312
"20237",148950,1164863
"20241",149010,1171159
"20245",149059,1156893
"20249",149089,1174527
"20253",149092,1026448
"20256",149177,1142417
"20260",149218,1143994
"20264",149237,65031
"20267",149243,1171331
"20269",149268,1645676
"20273",149299,944537
"20276",149318,1174922
"20280",149360,1157817
"20284",149379,1066923
"20288",149477,1166380
"20292",149577,1160598
"20296",149578,1175108
"20300",149677,1171596
"20304",149683,1157762
"20308",149721,1133311
"20312",149820,928835
"20316",149939,1138462
"20320",149997,1144254
"20324",149998,1088206
"20328",150049,1168556
"20332",150138,1122380
"20336",150139,1089063
"20340",150159,1076522
"20344",150199,1135140
"20348",150201,1176334
"20352",150218,1122573
"20356",150221,1133416
"20360",150222,1084544
"20364",150258,1131227
"20368",150277,1179060
"20372",150278,1060822
"20376",150284,787030
"20380",150399,1178552
"20384",150439,1084122
"20388",150459,1094847
"20392",150477,1185348
"20396",150481,1177702
"20400",150520,1138593
"20404",150562,1084991
"20408",150643,1288946
"20409",150644,1104538
"20412",150681,1140098
"20413",150699,1168054
"20417",150751,1169709
"20421",150761,1136174
"20425",150763,1166529
"20427",150801,1177326
"20431",150838,1173911
"20435",151016,1183920
"20439",151037,1144392
"20443",151161,1101020
"20447",151257,1133324
"20451",151279,1084828
"20455",151423,1196298
"20459",151586,1114241
"20463",151589,1160084
"20467",151594,1144130
"20471",151630,1159036
"20475",151632,892986
"20479",151708,1502554
"20483",151828,1126302
"20487",151829,1188303
"20489",151832,1140184
"20493",151928,1383183
"20497",151932,1311926
"20499",152070,1158722
"20503",152128,1073857
"20507",152170,1094572
"20511",152189,1014669
"20515",152248,1210697
"20519",152250,1194842
"20523",152296,1081047
"20527",152468,1235899
"20531",152708,1160241
"20532",152790,1086774
"20536",152809,1191857
"20540",152830,1098865
"20544",153028,1160858
"20548",153128,1210708
"20552",153668,1270400
"20556",153728,1053374
"20560",153793,1333763
"20564",153856,NA
"20568",154039,1122904
"20572",154254,1210677
"20576",154274,1204947
"20580",154433,1121225
"20584",154434,1224370
"20588",154439,1172852
"20592",154605,1174940
"20596",154708,1140028
"20600",154756,1236038
"20604",154758,1220754
"20608",155133,1178575
"20612",155280,894081
"20616",155393,1255474
"20620",155394,1065696
"20624",155395,1231868
"20628",155614,1161924
"20632",155615,1028358
"20636",155616,1173204
"20640",155617,1039387
"20643",155734,1227167
"20647",155735,1161963
"20651",155737,NA
"20655",155753,NA
"20659",155758,1139683
"20660",155794,927829
"20664",155795,NA
"20668",155913,1157075
"20672",155933,1192305
"20676",155934,1181232
"20680",156125,1043639
"20684",156133,1101052
"20688",156153,1690666
"20692",156155,1177394
"20696",156292,1115285
"20700",156293,1262175
"20704",156415,1263756
"20708",156578,1515156
"20712",156599,1178056
"20716",156613,1035748
"20720",156614,1223389
"20724",156615,1117119
"20728",156617,1008848
"20732",156619,1264388
"20736",156633,1261654
"20740",156716,1202507
"20744",156857,1260990
"20748",156859,1266719
"20750",156860,1118361
"20754",156861,1206264
"20758",156933,1292900
"20762",157020,941738
"20766",157058,1264707
"20770",157074,1209821
"20774",157076,1627811
"20778",157117,1202273
"20782",157153,1227654
"20786",157195,1263074
"20790",157200,1175636
"20794",157217,1262200
"20798",157218,1062449
"20802",157254,1200268
"20806",157354,1257640
"20810",157355,1236736
"20814",157414,1128495
"20818",157415,1267097
"20822",157433,1284529
"20826",157494,1090069
"20830",157633,NA
"20834",157634,866830
"20838",157635,1140486
"20842",157676,1232400
"20846",157735,1085636
"20850",157755,1224133
"20854",157757,1112422
"20858",157758,1083132
"20862",157855,1108524
"20866",157858,1272547
"20870",157862,1095277
"20874",157865,1262104
"20878",157954,1172480
"20882",157959,1062216
"20886",158055,1213809
"20890",158235,1264899
"20894",158473,1169264
"20898",158513,1240722
"20902",158563,1061983
"20906",158715,1261204
"20910",158733,1277475
"20914",158734,1173657
"20918",158736,1279228
"20922",158737,1059262
"20926",158740,1163943
"20930",158743,1278027
"20934",158746,1053221
"20938",158791,1165231
"20939",159125,1268904
"20943",159317,1170848
"20947",160163,1268984
"20951",160183,1076195
"20955",160202,1282858
"20959",160203,1048611
"20963",160204,NA
"20967",160206,1108906
"20971",160211,1286681
"20975",160213,1126741
"20979",160216,830916
"20983",160231,1167896
"20987",160232,1135711
"20991",160237,1273013
"20995",160250,NA
"20999",160254,1130626
"21003",160255,1274057
"21007",160256,NA
"21008",160260,834208
"21012",160272,1182129
"21016",160282,1287151
"21020",160329,1652044
"21024",160331,1162324
"21028",160336,1287258
"21032",160338,1288741
"21036",160340,899460
"21040",160341,1288403
"21044",160343,1276827
"21048",160364,1089638
"21052",160373,1289419
"21056",160374,1288379
"21060",160375,1289340
"21064",160376,1289460
"21068",160414,1289001
