gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,curcdq,datacqtr,datafqtr,cik,costat
028919,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000909281,I
028919,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000909281,I
028919,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000909281,I
028919,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000909281,I
028924,31/07/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000890491,A
028924,31/10/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000890491,A
028924,31/01/2005,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000890491,A
028924,30/04/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000890491,A
028930,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001048286,A
028930,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001048286,A
028930,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001048286,A
028930,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001048286,A
028933,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000909950,I
028933,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000909950,I
028933,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000909950,I
028933,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000909950,I
028936,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000931814,I
028936,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000931814,I
028937,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000910057,I
028937,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000910057,I
028938,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000909791,I
028938,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000909791,I
028938,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000909791,I
028938,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000909791,I
028940,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000913142,A
028940,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000913142,A
028940,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000913142,A
028940,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000913142,A
028942,30/06/2004,2004,1,INDL,C,D,STD,USD,2004Q2,2004Q1,0000907072,I
028942,30/09/2004,2004,2,INDL,C,D,STD,USD,2004Q3,2004Q2,0000907072,I
028942,31/12/2004,2004,3,INDL,C,D,STD,USD,2004Q4,2004Q3,0000907072,I
028942,31/03/2005,2004,4,INDL,C,D,STD,USD,2005Q1,2004Q4,0000907072,I
028947,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000910655,I
028947,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000910655,I
028947,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000910655,I
028947,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000910655,I
028983,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000911149,I
028983,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000911149,I
028983,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000911149,I
028983,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000911149,I
028989,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000904896,A
028989,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000904896,A
028989,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000904896,A
028989,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000904896,A
028998,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000911002,I
028998,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000911002,I
028998,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000911002,I
028998,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000911002,I
029001,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000899723,I
029001,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000899723,I
029001,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000899723,I
029001,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000899723,I
029011,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000906553,A
029011,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000906553,A
029011,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000906553,A
029011,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000906553,A
029015,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000910521,A
029015,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000910521,A
029015,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000910521,A
029015,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000910521,A
029021,31/07/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000911626,I
029021,31/10/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000911626,I
029023,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,,I
029023,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,,I
029023,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,,I
029023,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,,I
029028,31/08/2004,2004,4,INDL,C,D,STD,USD,2004Q3,2004Q4,0000909832,A
029028,30/11/2004,2005,1,INDL,C,D,STD,USD,2004Q4,2005Q1,0000909832,A
029028,28/02/2005,2005,2,INDL,C,D,STD,USD,2005Q1,2005Q2,0000909832,A
029028,31/05/2005,2005,3,INDL,C,D,STD,USD,2005Q2,2005Q3,0000909832,A
029032,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000802724,I
029032,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000802724,I
029032,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000802724,I
029032,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000802724,I
029038,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001072881,I
029038,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001072881,I
029040,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000911649,A
029040,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000911649,A
029040,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000911649,A
029040,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000911649,A
029063,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000905428,A
029063,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000905428,A
029063,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000905428,A
029063,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000905428,A
029066,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000888693,I
029066,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000888693,I
029066,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000888693,I
029066,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000888693,I
029074,30/06/2004,2004,1,INDL,C,D,STD,USD,2004Q2,2004Q1,0000906282,I
029074,30/09/2004,2004,2,INDL,C,D,STD,USD,2004Q3,2004Q2,0000906282,I
029074,31/12/2004,2004,3,INDL,C,D,STD,USD,2004Q4,2004Q3,0000906282,I
029074,31/03/2005,2004,4,INDL,C,D,STD,USD,2005Q1,2004Q4,0000906282,I
029075,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000911673,I
029075,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000911673,I
029075,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000911673,I
029075,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000911673,I
029085,31/07/2004,2004,3,INDL,C,D,STD,USD,2004Q2,2004Q3,0000893162,I
029085,31/10/2004,2004,4,INDL,C,D,STD,USD,2004Q3,2004Q4,0000893162,I
029085,31/01/2005,2005,1,INDL,C,D,STD,USD,2004Q4,2005Q1,0000893162,I
029085,30/04/2005,2005,2,INDL,C,D,STD,USD,2005Q1,2005Q2,0000893162,I
029086,30/06/2004,2004,4,INDL,C,D,STD,USD,2004Q2,2004Q4,0000911216,A
029086,30/09/2004,2005,1,INDL,C,D,STD,USD,2004Q3,2005Q1,0000911216,A
029086,31/12/2004,2005,2,INDL,C,D,STD,USD,2004Q4,2005Q2,0000911216,A
029086,31/03/2005,2005,3,INDL,C,D,STD,USD,2005Q1,2005Q3,0000911216,A
029089,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001101433,A
029089,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001101433,A
029089,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001101433,A
029089,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001101433,A
029095,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000867058,I
029095,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000867058,I
029095,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000867058,I
029095,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000867058,I
029105,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000910721,I
029105,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000910721,I
029105,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000910721,I
029105,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000910721,I
029107,30/06/2004,2004,1,INDL,C,D,STD,USD,2004Q2,2004Q1,0000908179,I
029107,30/09/2004,2004,2,INDL,C,D,STD,USD,2004Q3,2004Q2,0000908179,I
029107,31/12/2004,2004,3,INDL,C,D,STD,USD,2004Q4,2004Q3,0000908179,I
029107,31/03/2005,2004,4,INDL,C,D,STD,USD,2005Q1,2004Q4,0000908179,I
029108,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000889900,A
029108,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000889900,A
029108,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000889900,A
029108,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000889900,A
029127,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000879169,A
029127,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000879169,A
029127,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000879169,A
029127,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000879169,A
029129,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000906780,A
029129,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000906780,A
029129,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000906780,A
029129,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000906780,A
029131,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000912562,A
029131,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000912562,A
029131,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000912562,A
029131,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000912562,A
029133,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000780571,A
029133,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000780571,A
029133,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000780571,A
029133,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000780571,A
029139,30/06/2004,2004,3,INDL,C,D,STD,USD,2004Q2,2004Q3,,I
029139,30/09/2004,2004,4,INDL,C,D,STD,USD,2004Q3,2004Q4,,I
029139,31/12/2004,2005,1,INDL,C,D,STD,USD,2004Q4,2005Q1,,I
029139,31/03/2005,2005,2,INDL,C,D,STD,USD,2005Q1,2005Q2,,I
029143,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000912145,I
029143,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000912145,I
029143,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000912145,I
029143,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000912145,I
029150,31/07/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000912615,A
029150,31/10/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000912615,A
029150,31/01/2005,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000912615,A
029150,30/04/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000912615,A
029151,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000911147,A
029151,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000911147,A
029151,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000911147,A
029151,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000911147,A
029156,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000912767,A
029156,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000912767,A
029156,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000912767,A
029156,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000912767,A
029165,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000912544,A
029165,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000912544,A
029165,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000912544,A
029165,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000912544,A
029170,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000912607,A
029170,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000912607,A
029170,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000912607,A
029170,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000912607,A
029173,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000912750,A
029173,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000912750,A
029173,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000912750,A
029173,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000912750,A
029205,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000789860,I
029205,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000789860,I
029205,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000789860,I
029205,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000789860,I
029206,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000912728,A
029206,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000912728,A
029206,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000912728,A
029206,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000912728,A
029217,31/08/2004,2004,4,INDL,C,D,STD,USD,2004Q3,2004Q4,0000912603,A
029217,30/11/2004,2005,1,INDL,C,D,STD,USD,2004Q4,2005Q1,0000912603,A
029217,28/02/2005,2005,2,INDL,C,D,STD,USD,2005Q1,2005Q2,0000912603,A
029217,31/05/2005,2005,3,INDL,C,D,STD,USD,2005Q2,2005Q3,0000912603,A
029241,30/06/2004,2004,4,INDL,C,D,STD,USD,2004Q2,2004Q4,0000912093,A
029241,30/09/2004,2005,1,INDL,C,D,STD,USD,2004Q3,2005Q1,0000912093,A
029241,31/12/2004,2005,2,INDL,C,D,STD,USD,2004Q4,2005Q2,0000912093,A
029241,31/03/2005,2005,3,INDL,C,D,STD,USD,2005Q1,2005Q3,0000912093,A
029250,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000912241,I
029250,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000912241,I
029250,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000912241,I
029250,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000912241,I
029264,31/07/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000912263,I
029264,31/10/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000912263,I
029264,31/01/2005,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000912263,I
029264,30/04/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000912263,I
029268,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000912833,I
029268,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000912833,I
029268,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000912833,I
029268,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000912833,I
029274,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001041577,I
029274,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001041577,I
029274,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001041577,I
029274,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001041577,I
029278,31/07/2004,2004,3,INDL,C,D,STD,USD,2004Q2,2004Q3,0000892025,I
029278,31/10/2004,2004,4,INDL,C,D,STD,USD,2004Q3,2004Q4,0000892025,I
029278,31/01/2005,2005,1,INDL,C,D,STD,USD,2004Q4,2005Q1,0000892025,I
029278,30/04/2005,2005,2,INDL,C,D,STD,USD,2005Q1,2005Q2,0000892025,I
029284,30/06/2004,2004,4,INDL,C,D,STD,USD,2004Q2,2004Q4,0000912960,I
029284,30/09/2004,2005,1,INDL,C,D,STD,USD,2004Q3,2005Q1,0000912960,I
029284,31/12/2004,2005,2,INDL,C,D,STD,USD,2004Q4,2005Q2,0000912960,I
029284,31/03/2005,2005,3,INDL,C,D,STD,USD,2005Q1,2005Q3,0000912960,I
029304,31/07/2004,2004,1,INDL,C,D,STD,USD,2004Q2,2004Q1,0000914398,I
029304,31/10/2004,2004,2,INDL,C,D,STD,USD,2004Q3,2004Q2,0000914398,I
029304,31/01/2005,2004,3,INDL,C,D,STD,USD,2004Q4,2004Q3,0000914398,I
029304,30/04/2005,2004,4,INDL,C,D,STD,USD,2005Q1,2004Q4,0000914398,I
029312,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000901219,I
029312,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000901219,I
029312,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000901219,I
029312,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000901219,I
029319,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000844985,A
029319,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000844985,A
029319,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000844985,A
029319,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000844985,A
029320,30/06/2004,2004,4,INDL,C,D,STD,USD,2004Q2,2004Q4,,I
029320,30/09/2004,2005,1,INDL,C,D,STD,USD,2004Q3,2005Q1,,I
029320,31/12/2004,2005,2,INDL,C,D,STD,USD,2004Q4,2005Q2,,I
029320,31/03/2005,2005,3,INDL,C,D,STD,USD,2005Q1,2005Q3,,I
029323,30/06/2004,2004,1,INDL,C,D,STD,USD,2004Q2,2004Q1,0000913293,A
029323,30/09/2004,2004,2,INDL,C,D,STD,USD,2004Q3,2004Q2,0000913293,A
029323,31/12/2004,2004,3,INDL,C,D,STD,USD,2004Q4,2004Q3,0000913293,A
029323,31/03/2005,2004,4,INDL,C,D,STD,USD,2005Q1,2004Q4,0000913293,A
029332,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000914139,A
029332,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000914139,A
029332,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000914139,A
029332,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000914139,A
029338,31/08/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000913590,A
029338,30/11/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000913590,A
029338,28/02/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000913590,A
029338,31/05/2005,2005,2,INDL,C,D,STD,USD,2005Q2,2005Q2,0000913590,A
029341,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000912908,I
029341,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000912908,I
029341,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000912908,I
029341,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000912908,I
029342,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000913032,I
029342,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000913032,I
029342,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000913032,I
029342,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000913032,I
029344,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000912086,I
029344,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000912086,I
029344,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000912086,I
029344,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000912086,I
029345,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000895812,I
029345,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000895812,I
029345,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000895812,I
029345,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000895812,I
029346,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000895041,I
029346,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000895041,I
029346,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000895041,I
029346,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000895041,I
029353,31/08/2004,2004,4,INDL,C,D,STD,USD,2004Q3,2004Q4,0000914024,I
029353,30/11/2004,2005,1,INDL,C,D,STD,USD,2004Q4,2005Q1,0000914024,I
029353,28/02/2005,2005,2,INDL,C,D,STD,USD,2005Q1,2005Q2,0000914024,I
029353,31/05/2005,2005,3,INDL,C,D,STD,USD,2005Q2,2005Q3,0000914024,I
029356,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0001084408,I
029356,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0001084408,I
029356,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0001084408,I
029356,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0001084408,I
029366,30/06/2004,2004,3,INDL,C,D,STD,USD,2004Q2,2004Q3,0000913598,I
029366,30/09/2004,2004,4,INDL,C,D,STD,USD,2004Q3,2004Q4,0000913598,I
029366,31/12/2004,2005,1,INDL,C,D,STD,USD,2004Q4,2005Q1,0000913598,I
029367,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000914479,I
029367,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000914479,I
029367,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000914479,I
029374,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000883741,I
029374,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000883741,I
029381,30/06/2004,2004,1,INDL,C,D,STD,USD,2004Q2,2004Q1,0000913949,I
029381,30/09/2004,2004,2,INDL,C,D,STD,USD,2004Q3,2004Q2,0000913949,I
029381,31/12/2004,2004,3,INDL,C,D,STD,USD,2004Q4,2004Q3,0000913949,I
029381,31/03/2005,2004,4,INDL,C,D,STD,USD,2005Q1,2004Q4,0000913949,I
029382,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000913241,A
029382,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000913241,A
029382,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000913241,A
029382,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000913241,A
029386,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000913885,I
029386,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000913885,I
029386,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000913885,I
029386,31/03/2005,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,0000913885,I
029392,30/06/2004,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,0000915389,A
029392,30/09/2004,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,0000915389,A
029392,31/12/2004,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,0000915389,A
